	Transliteration	Normalized
1596	En-TE.UNUG-gal	En.TE.UNUG.gal[]PN
1597	En-Unu6-gal	En.Unu₆.gal[]PN
1598	En-bara2	Enbarag[]PN
1599	En-ca3-ku3-ge	Enšakuge[]PN
1600	En-dingir-mu	Endiŋirŋu[]PN
1601	En-dingir-mu-ce3	Endiŋirŋu[]PN
1602	En-dingir-mu-ka	Endiŋirmuka[]PN
1603	En-dingir-mu-ta	Endiŋirŋu[]PN
1604	En-gal-an-na	Engalana[]PN
1605	En-gal-du-du	Engaldudu[]PN
1606	En-gi-mu-um	Engimum[]PN
1607	En-i3-li2	Enili[]PN
1608	En-kas4	Enkas[]PN
1609	En-lil2-la2	Enlila[]PN
1610	En-mah-an-na	Enmahana[]PN
1611	En-mah-gal	Enmahgal[]PN
1612	En-mah-gal-	Enmahgal[]PN
1613	En-mah-gal-an-	Enmahgalan[]PN
1614	En-mah-gal-an-na	Enmahgalana[]PN
1615	En-me-zi-an-na	Enmeziʾana[]PN
1616	En-mu	Enŋu[]PN
1617	En-na-ba-ri	Enabari[]PN
1618	En-nam-cita-{d}Cul-gi-ra-ke4-ba-gub	EnamšitaŠulgirakebagub[]PN
1619	En-nam-cita-{d}Cul-gi-ra-ke4-gub-ba	EnamšitaŠulgirakeguba[]PN
1620	En-nam-i3-li2	Enamili[]PN
1621	En-nam-{d}Cul-gi	EnamŠulgi[]PN
1622	En-nam-{d}Suen	EnamSuʾen[]PN
1623	En-ni-ic-a-gu-um	Enišagum[]PN
1624	En-ni-li2	Enili[]PN
1625	En-nun-e	Enune[]PN
1626	En-nun-e-	Enune[]PN
1627	En-nun-e-ki-ag2	Enunekiʾaŋ[]PN
1628	En-nun-e-{d}Amar-{d}Suen-ki-ag2	EnuneAmarSuʾenkiʾaŋ[]PN
1629	En-nun-e-{d}Amar-{d}Suen-ra-ki-ag2	EnuneAmarSuʾenrakiʾaŋ[]PN
1630	En-nun-gal-e-{d}Amar-{d}Suen-ra-ki-ag2	EnungaleAmarSuʾenrakiʾaŋ[]PN
1631	En-nun-ne	Enune[]PN
1632	En-nun-ne-	Enune[]PN
1633	En-nun-ne2	Enune[]PN
1634	En-u2-a	Enuʾa[]PN
1635	En-u2-a-ce3	Enuʾa[]PN
1636	En-u4-su3-ce3	Enusu[]PN
1637	En-u4-su3-ra	Enusura[]PN
1638	En-ubur-zi-an-na	Enuburziʾana[]PN
1639	En-um-Ec4-tar2	En.um.Eš₄.tar₂[]PN
1640	En-um-i3-li2	Enumili[]PN
1641	En-um-i3-li2-ce3	Enumili[]PN
1642	En-um-i3-li2-ta	Enumili[]PN
1643	En-um-{d}ICKUR	En.um.{d}IŠKUR[]PN
1644	En-um-{d}ICKUR-ta	En.um.{d}IŠKUR[]PN
1645	En-um2-i3-li2	Enumili[]PN
1646	En-unu-gal	Enunugal[]PN
1647	En-unu2	Enunu[]PN
1648	En-unu2-gal	Enunugal[]PN
1649	En-unu6	Enunu[]PN
1650	En-unu6-	Enunu[]PN
1651	En-unu6-ga-	Enunuga[]PN
1652	En-unu6-gal	Enunugal[]PN
1653	En-unu6-gal-an-na	Enunugalana[]PN
1654	En-unu6-gal-{d}Inanna	EnunugalInana[]PN
1655	En-ur2-ku3-ge	Enurkuge[]PN
1656	En-ur2-ku3-ge-ta	Enurkuge[]PN
1657	En-zi	Enzi[]PN
1658	En-{d}Inanna	EnInana[]PN
1659	En-{d}Nance-ki-ag2	EnNanšekiʾaŋ[]PN
1660	En-{d}Nisaba	EnNisaba[]PN
1661	Engar-HI-lu2	Engar.HI.lu₂[]PN
1662	Engar-du10	Engardug[]PN
1663	Engar-du10-ta	Engardug[]PN
1664	Engar-zi	Engarzi[]PN
1665	Enlil	Enlil[]PN
1666	Ep-qu2-ca	Epquša[]PN
1667	Ep-qu2-ca-ta	Epquša[]PN
1668	Er-re-cum	Erešum[]PN
1669	Er-re-cum-ta	Erešum[]PN
1670	Er2-kal-la	Erkala[]PN
1671	Er2-ki-gu-la	Erkigula[]PN
1672	Er2-ra-na-da	Eranada[]PN
1673	Er2-re-eb	Ereb[]PN
1674	Er3-pa2-dan	Erpadan[]PN
1675	Er3-ra	Era[]PN
1676	Er3-ra-DINGIR-ka	Er₃.ra.DINGIR.ka[]PN
1677	Er3-ra-KAL	Er₃.ra.KAL[]PN
1678	Er3-ra-UR.SAG	Er₃.ra.UR.SAG[]PN
1679	Er3-ra-UR.SAG-ga	Er₃.ra.UR.SAG.ga[]PN
1680	Er3-ra-UR.SAG-ga2	Er₃.ra.UR.SAG.ŋa₂[]PN
1681	Er3-ra-a	Eraa[]PN
1682	Er3-ra-a-ta	Eraa[]PN
1683	Er3-ra-ba-ni	Erabani[]PN
1684	Er3-ra-ba-ni-ta	Erabani[]PN
1685	Er3-ra-ga-ce-ir	Eragašeʾir[]PN
1686	Er3-ra-ga-ci-ir	Eragašir[]PN
1687	Er3-ra-gar3	Eragar[]PN
1688	Er3-ra-ha-bi-it	Erahabit[]PN
1689	Er3-ra-ma-lik	Eramalik[]PN
1690	Er3-ra-ma-ma	Eramama[]PN
1691	Er3-ra-mu-da	Eramuda[]PN
1692	Er3-ra-na-da	Eranada[]PN
1693	Er3-ra-na-dan	Eranadan[]PN
1694	Er3-ra-nu-id	Eranuʾid[]PN
1695	Er3-ra-pa2-dan	Erapadan[]PN
1696	Er3-ra-qu2-ra-ad	Eraqurad[]PN
1697	Er3-ra-sar	Erasar[]PN
1698	Er3-ra-ta	Era[]PN
1699	Er3-ra-ur-sag	Eraʾursaŋ[]PN
1700	Er3-ra-{d}Suen-ta	EraSuʾen[]PN
1701	Er3-re-a	Ereʾa[]PN
1702	Er3-re-cum	Erešum[]PN
1703	Er3-re-sum	Eresum[]PN
1704	Er3-si-DINGIR-ta	Er₃.si.DINGIR[]PN
1705	Er3-zu-dan-ta	Erzudan[]PN
1706	Erasure	Erasure[]PN
1707	Erasure,	Erasure,[]PN
1708	Erasure-niga	Erasureniga[]PN
1709	Erasure:	Erasure[]PN
1710	Erasure:-niga	Erasureniga[]PN
1711	Erasure:TE.SI	Erasure:TE.SI[]PN
1712	Erec2{ki}	Ereš[]SN
1713	Eridu	Eridug[]PN
1714	Eridu-ce3	Eridug[]PN
1715	Eridu{ki}	Eridug[]SN
1716	Eridu{ki}-ce3	Eridug[]SN
1717	Eridu{ki}-ga	Eridugga[]SN
1718	Es3-sa-tu	Esatu[]PN
1719	Fales:	Fales[]PN
1720	Fish:	Fish[]PN
1721	Fs.	Fs.[]PN
1722	GA-gunû-cu	GA.gunû.šu[]PN
1723	GA2+gi	GA₂+gi[]PN
1724	GA2-bi	GA₂.bi[]PN
1725	GA2-dub-ba	GA₂.dub.ba[]PN
1726	GA2-dub-ba-ka-ce3	GA₂.dub.ba.ka[]PN
1727	GA2-dub-ba-ka-na	GA₂.dub.ba.ka.na[]PN
1728	GA2-dub-ba-ta	GA₂.dub.ba[]PN
1729	GA2-e2-gal{ki}	GA₂.e₂.gal{ki}[]SN
1730	GA2xGI-kal-la-ta	GA₂xGI.kal.la[]PN
1731	GABA-ga	GABA.ga[]PN
1732	GAD.UR2xKID	GAD.UR₂xKID[]PN
1733	GAG-bad3	GAG.bad₃[]PN
1734	GAL-NI-UM-niga	GAL.NI.UM.niga[]PN
1735	GAL.ZU-da5-bu3-ul-si-in	GAL.ZU.da₅.bu₃.ul.si.in[]PN
1736	GAN2-mac	GAN₂.maš[]PN
1737	GAR-ca-na{ki}	GAR.ša.na{ki}[]SN
1738	GAR-ca-na{ki}-ka-ke4	GAR.ša.na{ki}.ka[]SN
1739	GAxHA.GAxHA-ra-a	GAxHA.GAxHA.ra.a[]PN
1740	GECTIN-i3-li2	GEŠTIN.i₃.li₂[]PN
1741	GI6-na-NI	GI₆.na.NI[]PN
1742	GIC.IR.MIN.RA-ta	GIŠ.IR.MIN.RA[]PN
1743	GICGAL-ni	GIŠGAL.ni[]PN
1744	GIN2-3-a-bi	GIN₂.₃.a.bi[]PN
1745	GIR3-da-a	GIR₃.da.a[]PN
1746	GIR3xX	GIR₃xX[]PN
1747	GUL-pa-e3	GUL.pa.e₃[]PN
1748	GUR-la-NI-lu	GUR.la.NI.lu[]PN
1749	Ga-NI	Ga.NI[]PN
1750	Ga-NI-a-ta	Ga.NI.a[]PN
1751	Ga-a-ga-ma	Gagama[]PN
1752	Ga-ab-lu-lu	Gablulu[]PN
1753	Ga-ad-da-du	Gadadu[]PN
1754	Ga-ad-ma-nu-um	Gadmanum[]PN
1755	Ga-ba-ba	Gababa[]PN
1756	Ga-ba-tal	Gabatal[]PN
1757	Ga-bi2-da-num2	Gabidanum[]PN
1758	Ga-cid-da-du	Gašidadu[]PN
1759	Ga-cu	Gašu[]PN
1760	Ga-da-bi	Gadabi[]PN
1761	Ga-ec5{ki}	Gaʾeš[]SN
1762	Ga-ec5{ki}-ce3	Gaʾeš[]SN
1763	Ga-ec5{ki}-ta	Gaʾeš[]SN
1764	Ga-ec{ki}	Gaʾeš[]SN
1765	Ga-ec{ki}-ce3	Gaʾeš[]SN
1766	Ga-ec{ki}-ka	Gaʾeška[]SN
1767	Ga-gi-ta	Gagi[]PN
1768	Ga-na-lum	Ganalum[]PN
1769	Ga-na-na-tum	Gananatum[]PN
1770	Ga-ra-a	Garaa[]PN
1771	Ga-ra-da-du	Garadadu[]PN
1772	Ga-ra-da-tu	Garadatu[]PN
1773	Ga-ra-du	Garadu[]PN
1774	Ga2-a-kam	Ŋakam[]PN
1775	Gab2-ba{ki}	Gaba[]SN
1776	Gab2-la-AC{ki}	Gab₂.la.AŠ{ki}[]SN
1777	Gab2-la-ac{ki}	Gablaš[]SN
1778	Gal-PI	Gal.PI[]PN
1779	Gal-la-a	Galaa[]PN
1780	Gal-la-a-ce3	Galaa[]PN
1781	Gar3-AN	Gar₃.AN[]PN
1782	Gar3-NE-NE{ki}	Gar₃.NE.NE{ki}[]SN
1783	Gar3-NE.NE{ki}	Gar₃.NE.NE{ki}[]SN
1784	Gar3-NE.NE{ki}-me-ec2	Gar₃.NE.NE{ki}.me.eš₂[]SN
1785	Gar3-du8-a{ki}	Garduʾa[]SN
1786	Ge-na	Gena[]PN
1787	Geme2-bara2-si-ga	Gemebaragsiga[]PN
1788	Geme2-e2-an-na	Gemeʾana[]PN
1789	Geme2-sa6-ga	Gemesaga[]PN
1790	Geme2-ur-sag-pa-e3	Gemeʾursaŋpaʾe[]PN
1791	Geme2-{d}Ba-u2-ke4	GemeBaʾu[]PN
1792	Geme2-{d}Cul-pa-e3	GemeŠulpaʾe[]PN
1793	Geme2-{d}En-lil2-la2	GemeEnlila[]PN
1794	Geme2-{d}En-lil2-la2-ce3	GemeEnlila[]PN
1795	Geme2-{d}En-lil2-la2-ke4	GemeEnlila[]PN
1796	Geme2-{d}Gestin-an-na	GemeGestinana[]PN
1797	Geme2-{d}Nanna	GemeNana[]PN
1798	Geme2-{d}Nin-a-zu	GemeNinazu[]PN
1799	Geme2-{d}Nin-li2-la2	GemeNinlila[]PN
1800	Geme2-{d}Nin-lil2	GemeNinlil[]PN
1801	Geme2-{d}Nin-lil2-ce3	GemeNinlil[]PN
1802	Geme2-{d}Nin-lil2-ka	GemeNinlilka[]PN
1803	Geme2-{d}Nin-lil2-ka-ce3	GemeNinlilka[]PN
1804	Geme2-{d}Nin-lil2-la2	GemeNinlila[]PN
1805	Geme2-{d}Nin-lil2-la2-ce3	GemeNinlila[]PN
1806	Geme2-{d}Nin-lil2-la2-ka	GemeNinlilaka[]PN
1807	Geme2-{d}Nin-lil2-la2-ka-ce3	GemeNinlilaka[]PN
1808	Geme2-{d}Suen	GemeSuʾen[]PN
1809	Gi-da-nu-um{ki}	Gidanum[]SN
1810	Gi-gi-ib-ni{ki}	Gigibni[]SN
1811	Gi-ib-la-ta-gu2	Giblatagu[]PN
1812	Gi-ir-ca-ti	Giršati[]PN
1813	Gi-nu-na	Ginuna[]PN
1814	Gi4-su	Gisu[]PN
1815	Gic-a-ni	Ŋešani[]PN
1816	Gidim	Gidim[]PN
1817	Gir-ba-tal	Girbatal[]PN
1818	Gir-ri	Giri[]PN
1819	Gir13-gic{ki}	Girŋeš[]SN
1820	Gir13-tab{ki}	Girtab[]SN
1821	Gir13-tab{ki}-ce3	Girtab[]SN
1822	Gir13-tab{ki}-ta	Girtab[]SN
1823	Gir2-ri-ri	Ŋiriri[]PN
1824	Gir2-su	Ŋirsu[]PN
1825	Gir2-su-ke4-ne	Ŋirsukene[]PN
1826	Gir2-su{ki}	Ŋirsu[]SN
1827	Gir2-su{ki}-ce3	Ŋirsu[]SN
1828	Gir2-su{ki}-ka	Ŋirsuka[]SN
1829	Gir2-su{ki}-ke4	Ŋirsu[]SN
1830	Gir2-su{ki}-ke4-ne	Ŋirsukene[]SN
1831	Gir2-su{ki}-me	Ŋirsume[]SN
1832	Gir2-su{ki}-ta	Ŋirsu[]SN
1833	Giri3	Ŋiri[]PN
1834	Giri3-ca-ma	Ŋirišama[]PN
1835	Giri3-gid2-da{ki}	Ŋirigida[]SN
1836	Giri3-ir	Ŋirir[]PN
1837	Giri3-ne2	Ŋirine[]PN
1838	Giri3-ne2-ab-e3	Ŋirineʾabe[]PN
1839	Giri3-ne2-ce3	Ŋirine[]PN
1840	Giri3-ne2-i3-dab5	Ŋirineʾidab[]PN
1841	Giri3-ne2-i3-sa6	Ŋirineʾisag[]PN
1842	Giri3-ne2-i3-sa6-ka-ce3	Ŋirineʾisagka[]PN
1843	Giri3-ne2-i3-sa6-ra	Ŋirineʾisagra[]PN
1844	Giri3-ne2-i3-sa6-ta	Ŋirineʾisag[]PN
1845	Giri3-ne2-ta	Ŋirine[]PN
1846	Giri3-ni-ce3	Ŋirini[]PN
1847	Giri3-sa6-sa6	Ŋirisagsag[]PN
1848	Giri3-{d}Cara2-i3-dab5	ŊiriŠaraʾidab[]PN
1849	Giri3-{d}Cul-gi	ŊiriŠulgi[]PN
1850	Giri3-{d}Nance	ŊiriNanše[]PN
1851	Gomi:	Gomi[]PN
1852	Gu-ca{ki}	Guša[]SN
1853	Gu-ce	Guše[]PN
1854	Gu-da-a	Gudaa[]PN
1855	Gu-du	Gudu[]PN
1856	Gu-du-du	Gududu[]PN
1857	Gu-du-du-me	Gududume[]PN
1858	Gu-du-du-ta	Gududu[]PN
1859	Gu-du-me-ri-ic	Gudumeriš[]PN
1860	Gu-la	Gula[]PN
1861	Gu-la-a	Gulaa[]PN
1862	Gu-lu5-lu5	Gululu[]PN
1863	Gu-ma	Guma[]PN
1864	Gu-ma-ra-ci	Gumaraši[]PN
1865	Gu-ma-ra-ci{ki}	Gumaraši[]SN
1866	Gu-ni-id-da-hi	Gunidahi[]PN
1867	Gu-ra-a	Guraa[]PN
1868	Gu-ru-ru-a	Gururuʾa[]PN
1869	Gu-ru-sal4-la{ki}	Gurusala[]SN
1870	Gu-u2-UD	Gu.u₂.UD[]PN
1871	Gu-un-da	Gunda[]PN
1872	Gu-za-LUM	Gu.za.LUM[]PN
1873	Gu-za-na	Guzana[]PN
1874	Gu-za-na-ke4	Guzana[]PN
1875	Gu-za-na-ta	Guzana[]PN
1876	Gu-za-ni	Guzani[]PN
1877	Gu-za-ni-ta	Guzani[]PN
1878	Gu-za-zi	Guzazi[]PN
1879	Gu-ze2	Guze[]PN
1880	Gu-zi-mu	Guziŋu[]PN
1881	Gu-zu-zu	Guzuzu[]PN
1882	Gu2-TAR-la2	Gu₂.TAR.la₂[]PN
1883	Gu2-ab-ba{ki}	Guʾaba[]SN
1884	Gu2-de2-a	Gudeʾa[]PN
1885	Gu2-du8-a	Guduʾa[]PN
1886	Gu2-du8-a-ke4	Guduʾa[]PN
1887	Gu2-du8-a-ta	Guduʾa[]PN
1888	Gu2-du8-a{ki}	Guduʾa[]SN
1889	Gu2-du8-a{ki}-	Guduʾa[]SN
1890	Gu2-du8-a{ki}-ce3	Guduʾa[]SN
1891	Gu2-du8-a{ki}-ka	Guduʾaka[]SN
1892	Gu2-du8-a{ki}-me	Guduʾame[]SN
1893	Gu2-du8-a{ki}-ta	Guduʾa[]SN
1894	Gu2-du8-a¶{ki}	Guduʾa¶[]SN
1895	Gu2-ur2-gu-la{ki}	Gurgula[]SN
1896	Gu3-de2-a	Gudeʾa[]PN
1897	Gu3-de2-a-ce3	Gudeʾa[]PN
1898	Gu3-de2-a-ni	Gudeʾani[]PN
1899	Gu3-de2-a-ta	Gudeʾa[]PN
1900	Gu3-zi-de2-a	Guzideʾa[]PN
1901	Gu4-KU-uz	Gud.KU.uz[]PN
1902	Gu4-da-cum	Gudašum[]PN
1903	Gu5-ub-la{ki}	Gubla[]SN
1904	Gur-da-a	Gurdaa[]PN
1905	HAR-cum	HAR.šum[]PN
1906	HAR-da	HAR.da[]PN
1907	HAR-e	HAR.e[]PN
1908	HAR-ra	HAR.ra[]PN
1909	HAR-sa6-sa6	HAR.sag₉.sag₉[]PN
1910	HAR-sa6-sa6-ta	HAR.sag₉.sag₉[]PN
1911	HAR-ti	HAR.ti[]PN
1912	HAR.HAR-ra	HAR.HAR.ra[]PN
1913	HAtenu	HAtenu[]PN
1914	HAtenu-munus	HAtenu.munus[]PN
1915	HI-LUM-ma	HI.LUM.ma[]PN
1916	HI-da	HI.da[]PN
1917	HI-mu	HI.ŋu₁₀[]PN
1918	HI.GAL2-ta	HI.GAL₂[]PN
1919	HIxSAR	HIxSAR[]PN
1920	HU.UH2-ce3	HU.UH₂[]PN
1921	Ha-ab-ru	Habru[]PN
1922	Ha-ab-ru-bu	Habrubu[]PN
1923	Ha-ab-ru-ca	Habruša[]PN
1924	Ha-ab-ru-ce-er	Habrušer[]PN
1925	Ha-ac-ma-nu-um	Hašmanum[]PN
1926	Ha-ac-ti-a	Haštiʾa[]PN
1927	Ha-ad-ha-ad	Hadhad[]PN
1928	Ha-an--za-ab-tum	Hanzabtum[]PN
1929	Ha-an-DU	Ha.an.DU[]PN
1930	Ha-an-za-ab-tum	Hanzabtum[]PN
1931	Ha-an-za-ab-tum-ma-ce3	Hanzabtuma[]PN
1932	Ha-ar-	Har[]PN
1933	Ha-ar-bi2-in	Harbin[]PN
1934	Ha-ar-ci	Harši[]PN
1935	Ha-ar-ci-ki	Haršiki[]PN
1936	Ha-ar-ci-tum	Haršitum[]PN
1937	Ha-ar-ci{ki}	Harši[]SN
1938	Ha-ar-ci{ki}-me	Haršime[]SN
1939	Ha-ar-ci{ki}-me-ec2	Haršimeš[]SN
1940	Ha-ar-dum	Hardum[]PN
1941	Ha-ar-pa2-tal	Harpatal[]PN
1942	Ha-ar-si{ki}	Harsi[]SN
1943	Ha-ar2-ci{ki}	Harši[]SN
1944	Ha-ba-an-zi-zi	Habanzizi[]PN
1945	Ha-ba-ba	Hababa[]PN
1946	Ha-ba-ba-tum	Hababatum[]PN
1947	Ha-ba-lu5-ge2	Habaluge[]PN
1948	Ha-ba-tum-li-ip-du	Habatumlipdu[]PN
1949	Ha-ba-tum-li-ip-tum	Habatumliptum[]PN
1950	Ha-ba-za-tum-ce3	Habazatum[]PN
1951	Ha-bi2-ca	Habiša[]PN
1952	Ha-bi2-da-tal	Habidatal[]PN
1953	Ha-bi2-it-be-li2	Habitbeli[]PN
1954	Ha-bu-ra	Habura[]PN
1955	Ha-bu-ra{ki}	Habura[]SN
1956	Ha-bu-ri2-tum-ma	Haburituma[]PN
1957	Ha-ci-ip-a-tal	Hašipatal[]PN
1958	Ha-ci-ma-tal-ta	Hašimatal[]PN
1959	Ha-ci-pa2-tal	Hašipatal[]PN
1960	Ha-ci-pa2-tal{ki}	Hašipatal[]SN
1961	Ha-ci-ti-um	Hašitiʾum[]PN
1962	Ha-cu-an-num{ki}	Hašuʾanum[]SN
1963	Ha-da-da	Hadada[]PN
1964	Ha-da-ti	Hadati[]PN
1965	Ha-ga-ar{ki}	Hagar[]SN
1966	Ha-hu-um{ki}	Hahum[]SN
1967	Ha-la-a	Halaa[]PN
1968	Ha-la-a-ta	Halaa[]PN
1969	Ha-la-ac-ti	Halašti[]PN
1970	Ha-la-la	Halala[]PN
1971	Ha-la-ti	Halati[]PN
1972	Ha-la-{d}Lamma	HalaLama[]PN
1973	Ha-li2	Hali[]PN
1974	Ha-li2-li2	Halili[]PN
1975	Ha-li2-li2-ce3	Halili[]PN
1976	Ha-lu-lu-a	Haluluʾa[]PN
1977	Ha-lu5	Halu[]PN
1978	Ha-lu5-lu5	Halulu[]PN
1979	Ha-ma-zi2{ki}	Hamazi[]SN
1980	Ha-ma-zi2{ki}-ce3	Hamazi[]SN
1981	Ha-ma-zi2{ki}-ka	Hamazika[]SN
1982	Ha-ma-zi2{ki}-ke4	Hamazi[]SN
1983	Ha-ma-zi2{ki}-ta	Hamazi[]SN
1984	Ha-ma-{d}NE-in	Ha.ma.{d}NE.in[]PN
1985	Ha-na-ab-tum	Hanabtum[]PN
1986	Ha-na-am	Hanam[]PN
1987	Ha-ni	Hani[]PN
1988	Ha-ni-ca	Haniša[]PN
1989	Ha-ra-har{ki}	Harahar[]SN
1990	Ha-ri-ic-hu-un	Harišhun[]PN
1991	Ha-ri-ic-hu-un-tah	Harišhuntah[]PN
1992	Ha-ur2-na-ni-gi4	Haʾurnanigi[]PN
1993	Ha-zi	Hazi[]PN
1994	Hal-ba-an	Halban[]PN
1995	Hal-hal-la	Halhala[]PN
1996	Hal-i3-li2	Halili[]PN
1997	Hal-li2	Hali[]PN
1998	Hal-li2-a	Haliʾa[]PN
1999	Hal-li2-ia5	Haliʾa[]PN
2000	Hal-li2-li2	Halili[]PN
2001	He-da-ti	Hedati[]PN
2002	He2-ab-su3-e	Heʾabsuʾe[]PN
2003	He2-bi2-la-at{ki}	Hebilat[]SN
2004	He2-cu-um-ma{ki}	Hešuma[]SN
2005	He2-du-ut-{d}Amar-{d}Suen	HedutAmarSuʾen[]PN
2006	He2-na-DU.DU	He₂.na.DU.DU[]PN
2007	He2-na-du-du	Henadudu[]PN
2008	He2-na-sa6	Henasag[]PN
2009	He2-na-sig5	Henasig[]PN
2010	He2-sa6-ge	Hesage[]PN
2011	He2-ti	Heti[]PN
2012	Hi-ba-ri-tum{ki}-ta	Hibaritum[]SN
2013	Hi-bi-la-tum{ki}	Hibilatum[]SN
2014	Hi-bi2-la-a-at{ki}	Hibilaat[]SN
2015	Hi-bi2-la-at{ki}	Hibilat[]SN
2016	Hi-gal2-ta	Higal[]PN
2017	Hi-ir	Hir[]PN
2018	Hi-ir-syum	Hirṣum[]PN
2019	Hi-ir-ta	Hir[]PN
2020	Hi-li	Hili[]PN
2021	Hi-li-a	Hiliʾa[]PN
2022	Hi-li-abzu	Hiliʾabzu[]PN
2023	Hi-li-ic	Hiliš[]PN
2024	Hi-pi5-la-ti	Hipilati[]PN
2025	Hu	Hu[]PN
2026	Hu-	Hu[]PN
2027	Hu-DU.DU	Hu.DU.DU[]PN
2028	Hu-HAR.HAR	Hu.HAR.HAR[]PN
2029	Hu-al-la	Huʾala[]PN
2030	Hu-ba	Huba[]PN
2031	Hu-ba-MIR-si-NI	Hu.ba.MIR.si.NI[]PN
2032	Hu-ba-a	Hubaa[]PN
2033	Hu-ba-a-ce3	Hubaa[]PN
2034	Hu-ba-a-ta	Hubaa[]PN
2035	Hu-ba-mir-si-ni	Hubamirsini[]PN
2036	Hu-ba-nu	Hubanu[]PN
2037	Hu-ba-nu-du-uk	Hubanuduk[]PN
2038	Hu-ba-ta	Huba[]PN
2039	Hu-bi-um{ki}	Hubiʾum[]SN
2040	Hu-bu-di-a	Hubudiʾa[]PN
2041	Hu-bu-ti-a	Hubutiʾa[]PN
2042	Hu-ha	Huha[]PN
2043	Hu-hu-nu-ri	Huhunuri[]PN
2044	Hu-hu-nu-ri{ki}	Huhunuri[]SN
2045	Hu-hu-nu-ur	Huhunur[]PN
2046	Hu-la-al	Hulal[]PN
2047	Hu-la-al-la	Hulala[]PN
2048	Hu-la-li2	Hulali[]PN
2049	Hu-li-ba-ar	Hulibar[]PN
2050	Hu-li-bar	Hulibar[]PN
2051	Hu-li-bar-ce3	Hulibar[]PN
2052	Hu-li2-bar	Hulibar[]PN
2053	Hu-lu-du-uk	Huluduk[]PN
2054	Hu-ma-sa3	Humasa[]PN
2055	Hu-na-zi	Hunazi[]PN
2056	Hu-ne-dam	Hunedam[]PN
2057	Hu-nu-nu-lu-ta	Hununulu[]PN
2058	Hu-nu-nu-ur	Hununur[]PN
2059	Hu-nu-nu-ur-ta	Hununur[]PN
2060	Hu-nu-um	Hunum[]PN
2061	Hu-pa2	Hupa[]PN
2062	Hu-pi5-tam2	Hupitam[]PN
2063	Hu-pi5-tam2-ta	Hupitam[]PN
2064	Hu-pu-um{ki}-ce3	Hupum[]SN
2065	Hu-ra-zi	Hurazi[]PN
2066	Hu-ru	Huru[]PN
2067	Hu-su-uz-za-ar-ra-ri	Husuzarari[]PN
2068	Hu-ub-ni{ki}	Hubni[]SN
2069	Hu-ub-ni{ki}-ta	Hubni[]SN
2070	Hu-uh-nu-ri{ki}	Huhnuri[]SN
2071	Hu-uh2-nu-	Huhnu[]PN
2072	Hu-uh2-nu-ri	Huhnuri[]PN
2073	Hu-uh2-nu-ri-ki	Huhnuriki[]PN
2074	Hu-uh2-nu-ri.ki	Huhnuri.ki[]PN
2075	Hu-uh2-nu-ri{ki}	Huhnuri[]SN
2076	Hu-uh2-nu-ri{ki}-ka	Huhnurika[]SN
2077	Hu-uh2-nu-ri{ki}-ke4-ne	Huhnurikene[]SN
2078	Hu-uh2:nu-ri{ki}	Huhnuri[]SN
2079	Hu-uh3-nu-ri{ki}	Huhnuri[]SN
2080	Hu-ul-li-bar	Hulibar[]PN
2081	Hu-um-ra-nu-um	Humranum[]PN
2082	Hu-um-zum	Humzum[]PN
2083	Hu-un-da-hi-ce-er	Hundahišer[]PN
2084	Hu-un-da-ri	Hundari[]PN
2085	Hu-un-ga-ad	Hungad[]PN
2086	Hu-un-gu-ur2-bi	Hungurbi[]PN
2087	Hu-un-ha-ab-UR	Hu.un.ha.ab.UR[]PN
2088	Hu-un-hi-li	Hunhili[]PN
2089	Hu-un-hu-nu	Hunhunu[]PN
2090	Hu-un-hu-ub-ce	Hunhubše[]PN
2091	Hu-un-hur-ti	Hunhurti[]PN
2092	Hu-un-ki-ib-ri	Hunkibri[]PN
2093	Hu-un-na-zi	Hunazi[]PN
2094	Hu-un-nu-bu	Hunubu[]PN
2095	Hu-un-nu-du-uk	Hunuduk[]PN
2096	Hu-un-nu-um	Hunum[]PN
2097	Hu-un-za-ti	Hunzati[]PN
2098	Hu-un-ze2-ri	Hunzeri[]PN
2099	Hu-un-zi	Hunzi[]PN
2100	Hu-un-{d}Cul-gi	HunŠulgi[]PN
2101	Hu-un-{d}cul-gi	HunŠulgi[]PN
2102	Hu-ur-ti-EN{ki}	Hu.ur.ti.EN{ki}[]SN
2103	Hu-ur-ti{ki}	Hurti[]SN
2104	Hu-ur-ti{ki}-me-ec2	Hurtimeš[]SN
2105	Hu-ur-ti{ki}-ta	Hurti[]SN
2106	Hu-ur2-ti{ki}	Hurti[]SN
2107	Hu-ur5	Hur[]PN
2108	Hu-ur5-	Hur[]PN
2109	Hu-ur5-ri{ki}	Huri[]SN
2110	Hu-ur5-ti	Hurti[]PN
2111	Hu-ur5-ti-ki	Hurtiki[]PN
2112	Hu-ur5-ti{ki}	Hurti[]SN
2113	Hu-ur5-ti{ki}-ce3	Hurti[]SN
2114	Hu-ur5-ti{ki}-ta	Hurti[]SN
2115	Hu-wa-wa	Huwawa[]PN
2116	Hu-zi-ni	Huzini[]PN
2117	Hu-zi-ri	Huziri[]PN
2118	Hur-sag-ba-ca-ar	Hursaŋbašar[]PN
2119	Hur-sag-ga-lam-GA-ma	Hur.saŋ.ga.lam.GA.ma[]PN
