	Transliteration	Normalized
3238	Lugal-he2-gal2-ta	Lugalhegal[]PN
3239	Lugal-i3-mah	Lugalimah[]PN
3240	Lugal-i3-sa6	Lugalisag[]PN
3241	Lugal-i3-sa6-ta	Lugalisag[]PN
3242	Lugal-i3-ti	Lugaliti[]PN
3243	Lugal-i3-ti-ce3	Lugaliti[]PN
3244	Lugal-ibila	Lugalibila[]PN
3245	Lugal-igi-du	Lugaligidu[]PN
3246	Lugal-igi-huc	Lugaligihuš[]PN
3247	Lugal-im-ri-a	Lugalimriʾa[]PN
3248	Lugal-im-ru-a	Lugalimruʾa[]PN
3249	Lugal-im-ru-a-ta	Lugalimruʾa[]PN
3250	Lugal-inim-du10	Lugalinimdug[]PN
3251	Lugal-inim-ge-na	Lugalinimgena[]PN
3252	Lugal-inim-ge-na-ce3	Lugalinimgena[]PN
3253	Lugal-inim-ge-na-ke4	Lugalinimgena[]PN
3254	Lugal-iti-da	Lugalitida[]PN
3255	Lugal-iti-da-ta	Lugalitida[]PN
3256	Lugal-ka	Lugalka[]PN
3257	Lugal-ka-ce3	Lugalka[]PN
3258	Lugal-kala-ga	Lugalkalaga[]PN
3259	Lugal-ki-ag2	Lugalkiʾaŋ[]PN
3260	Lugal-ku3-ga-ni	Lugalkugani[]PN
3261	Lugal-ku3-ga-ni-ta	Lugalkugani[]PN
3262	Lugal-ku3-zu	Lugalkugzu[]PN
3263	Lugal-ku3-zu-e	Lugalkugzuʾe[]PN
3264	Lugal-ku3-zu-ka	Lugalkugzuka[]PN
3265	Lugal-ku3-zu-ke4	Lugalkugzu[]PN
3266	Lugal-ku3-zu-ta	Lugalkugzu[]PN
3267	Lugal-ma2-gur8-re	Lugalmagure[]PN
3268	Lugal-ma2-gur8-re-ce3	Lugalmagure[]PN
3269	Lugal-ma2-gur8-re-ta	Lugalmagure[]PN
3270	Lugal-mah-{d}Cara2	LugalmahŠara[]PN
3271	Lugal-mas-su2	Lugalmasu[]PN
3272	Lugal-me-a	Lugalmeʾa[]PN
3273	Lugal-me-e3-a	Lugalmeʾa[]PN
3274	Lugal-me-e3-a-ta	Lugalmeʾa[]PN
3275	Lugal-me-lam2	Lugalmelam[]PN
3276	Lugal-me-lam2-ta	Lugalmelam[]PN
3277	Lugal-me3-ta	Lugalme[]PN
3278	Lugal-mu-ma-dingir-ag2	Lugalmumadiŋiraŋ[]PN
3279	Lugal-mu-ni-zi	Lugalmunizi[]PN
3280	Lugal-nam-tar-re	Lugalnamtare[]PN
3281	Lugal-nam-tar-re-ra	Lugalnamtarera[]PN
3282	Lugal-nemurX	Lugal.nemurX[]PN
3283	Lugal-nesag-e	Lugalnesage[]PN
3284	Lugal-ni	Lugalni[]PN
3285	Lugal-nig2-lagar-e	Lugalniŋlagare[]PN
3286	Lugal-nig2-lagar-e-ta	Lugalniŋlagare[]PN
3287	Lugal-nig2-si-sa2-e	Lugalniŋsisaʾe[]PN
3288	Lugal-nimgir	Lugalnimgir[]PN
3289	Lugal-nir-gal2	Lugalnirgal[]PN
3290	Lugal-nir-gal2-ke4	Lugalnirgal[]PN
3291	Lugal-nir-gal2-ta	Lugalnirgal[]PN
3292	Lugal-pa-e3	Lugalpaʾe[]PN
3293	Lugal-pa-e3-ta	Lugalpaʾe[]PN
3294	Lugal-sa6-ga	Lugalsaga[]PN
3295	Lugal-sagi	Lugalsagi[]PN
3296	Lugal-si-gar-ta	Lugalsiŋar[]PN
3297	Lugal-si-sa2	Lugalsisa[]PN
3298	Lugal-si-sa2-ta	Lugalsisa[]PN
3299	Lugal-ta	Lugal[]PN
3300	Lugal-ti-da	Lugaltida[]PN
3301	Lugal-ti-ra-ac2	Lugaltiraš[]PN
3302	Lugal-ti-ra-ac2-ce3	Lugaltiraš[]PN
3303	Lugal-tur-ce3	Lugaltur[]PN
3304	Lugal-u2-cim-e	Lugalušime[]PN
3305	Lugal-u2-cim-e-ta	Lugalušime[]PN
3306	Lugal-u2-u2	Lugaluu[]PN
3307	Lugal-u4-da-DI-a	Lugal.u₄.da.DI.a[]PN
3308	Lugal-u4-su3	Lugalusu[]PN
3309	Lugal-u4-su3-AC	Lugal.u₄.su₃.AŠ[]PN
3310	Lugal-u4-su3-ce3	Lugalusu[]PN
3311	Lugal-u4-su3-ce3-ta	Lugalusu[]PN
3312	Lugal-ucumgal	Lugalušumgal[]PN
3313	Lugal-ucumgal-ta	Lugalušumgal[]PN
3314	Lugal-ucur3	Lugalušur[]PN
3315	Lugal-ucur4	Lugalušur[]PN
3316	Lugal-ucur5LA2+NIGIN	Lugal.ušur₅LA₂+NIGIN[]PN
3317	Lugal-unken-ne2	Lugalunkene[]PN
3318	Lugal-ur-sag	Lugalursaŋ[]PN
3319	Lugal-ur2-ra-ni	Lugalurani[]PN
3320	Lugal-uru-da	Lugalirida[]PN
3321	Lugal-uru-mu	Lugaliriŋu[]PN
3322	Lugal-usar4	Lugalusar[]PN
3323	Lugal-za3-e3	Lugalzage[]PN
3324	Lugal-za3-ge-si	Lugalzagesi[]PN
3325	Lugal-zi-da	Lugalzida[]PN
3326	Lugal-zi-mu	Lugalziŋu[]PN
3327	Lugal-zuluhu2	Lugalzuluhu[]PN
3328	Lugal-{d}Nanna	LugalNana[]PN
3329	Lugal-{d}Nanna-ke4	LugalNana[]PN
3330	Lugal-{d}Utu	LugalUtu[]PN
3331	Lugal-{d}Utu-ta	LugalUtu[]PN
3332	MA-ni-{d}ICKUR	MA.ni.{d}IŠKUR[]PN
3333	MA2'-mu-ta	MA₂'.ŋu₁₀[]PN
3334	ME-E2-a	ME.E₂.a[]PN
3335	ME-Ec18-tar2	ME.Eš₁₈.tar₂[]PN
3336	ME-Ec4-tar2	ME.Eš₄.tar₂[]PN
3337	ME-{d}Cul-gi	ME.{d}Šul.gi[]PN
3338	ME-{d}Cul-gi-ra-ta	ME.{d}Šul.gi.ra[]PN
3339	ME-{d}Ec4-tar2	ME.{d}Eš₄.tar₂[]PN
3340	ME-{d}Ictar-ce3	ME.{d}Ištar[]PN
3341	ME-{d}Ictaran	ME.{d}Ištaran[]PN
3342	ME-{d}Ictaran-ce3	ME.{d}Ištaran[]PN
3343	ME-{d}Ictaran-e	ME.{d}Ištaran.e[]PN
3344	ME-{d}Ictaran-na	ME.{d}Ištaran.na[]PN
3345	ME-{d}Istaran	ME.{d}Istaran[]PN
3346	ME-{d}KA.DI	ME.{d}KA.DI[]PN
3347	ME-{d}Nanna	ME.{d}Nana[]PN
3348	ME-{d}Nin-cubur	ME.{d}Nin.šubur[]PN
3349	ME-{d}Nin-isin2{si}	ME.{d}Nin.isin₂{si}[]PN
3350	ME-{d}Nisaba	ME.{d}Nisaba[]PN
3351	ME-{d}Nisaba-me	ME.{d}Nisaba.me[]PN
3352	MI-na-mu	MI.na.ŋu₁₀[]PN
3353	MIN-{d}Nin-lil2	MIN.{d}Nin.lil₂[]PN
3354	MUNUS.UC-bi	MUNUS.UŠ.bi[]PN
3355	MUNUS.gukkal-a-lum	MUNUS.gukal.a.lum[]PN
3356	MUcEN	MUšEN[]PN
3357	Ma-a-ma	Mama[]PN
3358	Ma-ac-hu-un-da-hi-li	Mašhundahili[]PN
3359	Ma-ac-hu-un-tah-li	Mašhuntahli[]PN
3360	Ma-ah-li{ki}	Mahli[]SN
3361	Ma-al-ku	Malku[]PN
3362	Ma-al-ku-um-ce3	Malkum[]PN
3363	Ma-al-kum-ce3	Malkum[]PN
3364	Ma-al-kum-ma	Malkuma[]PN
3365	Ma-al-ku{ki}-me	Malkume[]SN
3366	Ma-an-na	Mana[]PN
3367	Ma-an-nu-a	Manuʾa[]PN
3368	Ma-an-num2-an-num2-ki-{d}Cul-gi	ManumanumkiŠulgi[]PN
3369	Ma-an-num2-an-num2-ki-{d}Cul-gi-ra-ta	ManumanumkiŠulgira[]PN
3370	Ma-an-sum	Mansum[]PN
3371	Ma-an-sum-ta	Mansum[]PN
3372	Ma-an-za-ac2-tum	Manzaštum[]PN
3373	Ma-an-za-tum	Manzatum[]PN
3374	Ma-ar-da-ma-an{ki}	Mardaman[]SN
3375	Ma-ar-da-ma-na{ki}	Mardamana[]SN
3376	Ma-ar-hu-ni	Marhuni[]PN
3377	Ma-as-SUHUR-a{ki}	Ma.as.SUHUR.a{ki}[]SN
3378	Ma-at-DINGIR	Ma.at.DINGIR[]PN
3379	Ma-at-gi4-gi4	Matgigi[]PN
3380	Ma-at-i3-li2	Matili[]PN
3381	Ma-at-i3-li2-ta	Matili[]PN
3382	Ma-az-bi-um	Mazbiʾum[]PN
3383	Ma-ba	Maba[]PN
3384	Ma-ca-tum{ki}	Mašatum[]SN
3385	Ma-cum	Mašum[]PN
3386	Ma-cum-ta	Mašum[]PN
3387	Ma-da-ti	Madati[]PN
3388	Ma-da-ti-na	Madatina[]PN
3389	Ma-di3-na-ad	Madinad[]PN
3390	Ma-du-um	Madum[]PN
3391	Ma-hi-li{ki}	Mahili[]SN
3392	Ma-ku-ku	Makuku[]PN
3393	Ma-la-hu-um	Malahum[]PN
3394	Ma-li-a	Maliʾa[]PN
3395	Ma-li-kum	Malikum[]PN
3396	Ma-lik-e2-a	Malikeʾa[]PN
3397	Ma-ma	Mama[]PN
3398	Ma-ma-AB2	Ma.ma.AB₂[]PN
3399	Ma-ma-a	Mamaa[]PN
3400	Ma-ma-car-ra-at	Mamašarat[]PN
3401	Ma-ma-hir	Mamahir[]PN
3402	Ma-ma-hir-ke4-ne	Mamahirkene[]PN
3403	Ma-ma-il-cu	Mamaʾilšu[]PN
3404	Ma-na-a	Manaa[]PN
3405	Ma-na-na	Manana[]PN
3406	Ma-ni-DINGIR-ta	Ma.ni.DINGIR[]PN
3407	Ma-ni-ga-num2	Maniganum[]PN
3408	Ma-ni-um	Maniʾum[]PN
3409	Ma-ni-zu	Manizu[]PN
3410	Ma-nu-a	Manuʾa[]PN
3411	Ma-nu-ma-nu-um	Manumanum[]PN
3412	Ma-nu-um	Manum[]PN
3413	Ma-num2-ki-{d}Cul-gi	ManumkiŠulgi[]PN
3414	Ma-num2-um-ki-{d}Cul-gi	ManumumkiŠulgi[]PN
3415	Ma-num2{ki}-{d}Cul-gi	ManumŠulgi[]SN
3416	Ma-ri-HI-DINGIR	Ma.ri.HI.DINGIR[]PN
3417	Ma-ri2	Mari[]PN
3418	Ma-ri2-me	Marime[]PN
3419	Ma-ri2{ki}	Mari[]SN
3420	Ma-ri2{ki}-ce3	Mari[]SN
3421	Ma-ri2{ki}-me	Marime[]SN
3422	Ma-ti-i3-li2	Matili[]PN
3423	Ma-za-ga2-ga2	Mazaŋaŋa[]PN
3424	Ma-zi-ma-zu-ce3	Mazimazu[]PN
3425	Ma2-gan	Magan[]PN
3426	Ma2-gan-niga	Maganiga[]PN
3427	Ma2-gan{ki}	Magan[]SN
3428	Ma2-gan{ki}-niga	Maganniga[]SN
3429	Ma2-gur8-re	Magure[]PN
3430	Ma2-gur8-re-ta	Magure[]PN
3431	Ma2-li-li	Malili[]PN
3432	Ma2-ri2{ki}	Mari[]SN
3433	Ma2-sa6-sa6	Masagsag[]PN
3434	Ma2-za	Maza[]PN
3435	Mac	Maš[]PN
3436	Mac-bi2-ga2-ta	Mašbiŋa[]PN
3437	Mac-da-tur-ta	Mašdatur[]PN
3438	Mac-gu-la	Mašgula[]PN
3439	Mac-gu-la-ta	Mašgula[]PN
3440	Mac-kan2	Maškan[]PN
3441	Mac-kan2-CABRA-ta	Maš.kan₂.ŠABRA[]PN
3442	Mac-kan2-CABRA{ki}-me	Maš.kan₂.ŠABRA{ki}.me[]SN
3443	Mac-kan2-CABRA{ki}-ta	Maš.kan₂.ŠABRA{ki}[]SN
3444	Mac-kan2-Du-du{ki}-ta	Maš.kan₂.Du.du{ki}[]SN
3445	Mac-kan2-a-bi2{ki}	Maškanabi[]SN
3446	Mac-kan2-a-bi2{ki}-ce3	Maškanabi[]SN
3447	Mac-kan2-cabra	Maškanšabra[]PN
3448	Mac-kan2-cabra{ki}	Maškanšabra[]SN
3449	Mac-kan2-cabra{ki}-ke4-ne-ta	Maškanšabrakene[]SN
3450	Mac-kan2-cabra{ki}-me	Maškanšabrame[]SN
3451	Mac-kan2-car-ru-um{ki}	Maškanšarum[]SN
3452	Mac-kan2-car-ru-um{ki}-ke4-ne	Maškanšarumkene[]SN
3453	Mac-kan2-car-ru-um{ki}-ma	Maškanšarumma[]SN
3454	Mac-kan2-car-ru-um{ki}-me	Maškanšarumme[]SN
3455	Mac-kan2-du-du{ki}	Maškandudu[]SN
3456	Mac-kan2-du-du{ki}-me	Maškandudume[]SN
3457	Mac-kan2-du-du{ki}-ta	Maškandudu[]SN
3458	Mac-kan2-gaec{sar.ki}	Maškangaʾeš{sar.ki}[]PN
3459	Mac-kan2-ka3-la-tum{ki}-me-ec2	Maškankalatummeš[]SN
3460	Mac-kan2-ke4	Maškan[]PN
3461	Mac-kan2-ke4-ne-ta	Maškankene[]PN
3462	Mac-kan2-u2-cu-re2{ki}	Maškanušure[]SN
3463	Mac-kan2-u2-cu-ri{ki}	Maškanušuri[]SN
3464	Mac-kan2-{d}Amar-{d}Suen{ki}	MaškanAmarSuʾen[]SN
3465	Mac-kan2{ki}	Maškan[]SN
3466	Mac-kan2{ki}-ta	Maškan[]SN
3467	Mac-tur	Maštur[]PN
3468	Mac2-kan2-CABRA{ki}	Maš₂.kan₂.ŠABRA{ki}[]SN
3469	Mar-da-ba-nu-um	Mardabanum[]PN
3470	Mar-da-bu-um	Mardabum[]PN
3471	Mar-da-ma-an{ki}	Mardaman[]SN
3472	Mar-da-ma-ni-um{ki}	Mardamaniʾum[]SN
3473	Mar-da-ma-ni{ki}	Mardamani[]SN
3474	Mar-da-mu-um	Mardamum[]PN
3475	Mar-da{ki}	Marda[]SN
3476	Mar-ha-ci	Marhaši[]PN
3477	Mar-ha-ci{ki}	Marhaši[]SN
3478	Mar-ha-ci{ki}-ce3	Marhaši[]SN
3479	Mar-ha-ci{ki}-ke4-ne	Marhašikene[]SN
3480	Mar-ha-ci{ki}-ke4-ne-ce3	Marhašikene[]SN
3481	Mar-ha-ci{ki}-me	Marhašime[]SN
3482	Mar-ha-ci{ki}-ra	Marhašira[]SN
3483	Mar-ha-ci{ki}-ta	Marhaši[]SN
3484	Mar-hu-ni	Marhuni[]PN
3485	Mar-tu	Martu[]PN
3486	Mar-tu-a	Martuʾa[]PN
3487	Mar2-ad-da-ce3	Marada[]PN
3488	Mar2-da	Marda[]PN
3489	Mar2-da{ki}	Marda[]SN
3490	Mar2-da{ki}-ka	Mardaka[]SN
3491	Mar2-da{ki}-ka-ce3	Mardaka[]SN
3492	Mar2-da{ki}-ta	Marda[]SN
3493	Mar2-ma-an{ki}	Marman[]SN
3494	Marda2	Marda[]PN
3495	Marda2{ki}	Marda[]SN
3496	Marda2{ki}-ka	Mardaka[]SN
3497	Marda2{ki}-ta	Marda[]SN
3498	Mar{ar}-ha-ci{ki}	Marhaši[]SN
3499	Mar{ar}-ha-ci{ki}-ta	Marhaši[]SN
3500	Mar{ar}-hu-ni	Marhuni[]PN
3501	Mayr	Mayr[]PN
3502	Me-Ec4-tar2	Me.Eš₄.tar₂[]PN
3503	Me-a-NE	Me.a.NE[]PN
3504	Me-ca-nu-nu	Mešanunu[]PN
3505	Me-ci-ad	Mešiʾad[]PN
3506	Me-ci-nu-nu	Mešinunu[]PN
3507	Me-dur-an{ki}	Meduran[]SN
3508	Me-gu-um	Megum[]PN
3509	Me-igi-gal2	Meʾigigal[]PN
3510	Me-ki-gal2	Mekigal[]PN
3511	Me-ki-gal2-e	Mekigale[]PN
3512	Me-ki-gal2-ke4	Mekigal[]PN
3513	Me-ki-gal2-la	Mekigala[]PN
3514	Me-ra-ah-{d}Cul-gi	MerahŠulgi[]PN
3515	Me-ru-um	Merum[]PN
3516	Mi-cu-a-bi-NIIR	Mi.šu.a.bi.NIIR[]PN
3517	Mi-cu-a-bi-ir	Mišuʾabir[]PN
3518	Mi-da-a	Midaa[]PN
3519	Mi-da-nu-um	Midanum[]PN
3520	Mi-da-num2	Midanum[]PN
3521	Mi-gir-{d}NIN.LIL2-tum	Mi.gir.{d}NIN.LIL₂.tum[]PN
3522	Mi-il-ga-nu-um	Milganum[]PN
3523	Mi-il8-ga-nu-um	Milganum[]PN
3524	Mi-im-mi	Mimi[]PN
3525	Mi-it-ha-ar-ic-ta	Mithariš[]PN
3526	Mi-it-har-ic	Mithariš[]PN
3527	Mi-it-har-ic-ta	Mithariš[]PN
3528	Mi-ki-a	Mikiʾa[]PN
3529	Mi-na-nu-um	Minanum[]PN
3530	Mu	Mu[]PN
3531	Mu-GIR3-ir	Mu.GIR₃.ir[]PN
3532	Mu-cu-hur-da	Mušuhurda[]PN
3533	Mu-cub-be2	Mušube[]PN
3534	Mu-da-num2	Mudanum[]PN
3535	Mu-da-pa2-li2-lum	Mudapalilum[]PN
3536	Mu-gi4	Mugi[]PN
3537	Mu-ki-ic{ki}	Mukiš[]SN
3538	Mu-ku	Muku[]PN
3539	Mu-ku-ni	Mukuni[]PN
3540	Mu-mu	Muŋu[]PN
3541	Mu-mu-a	Mumuʾa[]PN
3542	Mu-ni	Muni[]PN
3543	Mu-ni-mah	Munimah[]PN
3544	Mu-ra-nu-um	Muranum[]PN
3545	Mu-ra-num2	Muranum[]PN
3546	Mu-ri-	Muri[]PN
3547	Mu-ri-a-na-ba-ak	Muriʾanabak[]PN
3548	Mu-ri-ig-Ti-id-ni-im	Mu.ri.ig.Ti.id.ni.im[]PN
3549	Mu-ri-iq	Muriq[]PN
3550	Mu-ri-iq-Ti-id-ni-im	Mu.ri.iq.Ti.id.ni.im[]PN
3551	Mu-ri-iq-Ti-id-nim	Mu.ri.iq.Ti.id.nim[]PN
3552	Mu-ri-na-ba	Murinaba[]PN
3553	Mu-ru-PI	Mu.ru.PI[]PN
3554	Mu-tab-bil	Mutabil[]PN
3555	Mu-ur2-ti-ga-ba	Murtigaba[]PN
3556	Mu-ur2-ti-gaba	Murtigaba[]PN
3557	Mu-ur2-tin-ga-ba	Murtingaba[]PN
3558	Mu-ur2-tin-gaba	Murtingaba[]PN
3559	NAG-su{ki}	NAG.su{ki}[]SN
3560	NAG-su{ki}-ke4	NAG.su{ki}[]SN
3561	NAG-su{ki}-ta	NAG.su{ki}[]SN
3562	NE-NE-a	NE.NE.a[]PN
3563	NE-ga-KUM-ta	NE.ga.KUM[]PN
3564	NE-ga-num2	NE.ga.num₂[]PN
3565	NE-gu7-bi	NE.gu₇.bi[]PN
3566	NE-gu7-ne	NE.gu₇.ne[]PN
3567	NE-ic-a-tal	NE.iš.a.tal[]PN
3568	NE-mu-ca-ni-mu	NE.mu.ša.ni.ŋu₁₀[]PN
3569	NE-ri-ic-a-tal	NE.ri.iš.a.tal[]PN
3570	NE-ti-ti	NE.ti.ti[]PN
3571	NE-za-ti	NE.za.ti[]PN
3572	NE-zi-lum	NE.zi.lum[]PN
3573	NE.NE-a	NE.NE.a[]PN
3574	NE.NE-gar	NE.NE.ŋar[]PN
3575	NE.NE.SI-ce3	NE.NE.SI[]PN
3576	NI-LAL2xNIGIN{ki}	NI.LAL₂xNIGIN{ki}[]SN
3577	NI-NI-a	NI.NI.a[]PN
3578	NI-UD-MA-ta	NI.UD.MA[]PN
3579	NI-ZA-NI-lu2-zi	NI.ZA.NI.lu₂.zi[]PN
3580	NI-a	NI.a[]PN
3581	NI-a-ma-ti	NI.a.ma.ti[]PN
3582	NI-a-mi-ic{ki}	NI.a.mi.iš{ki}[]SN
3583	NI-a-ti-um	NI.a.ti.um[]PN
3584	NI-a-um	NI.a.um[]PN
3585	NI-ba-ba	NI.ba.ba[]PN
3586	NI-ba-ri{ki}	NI.ba.ri{ki}[]SN
3587	NI-ba-um	NI.ba.um[]PN
3588	NI-da-ga	NI.da.ga[]PN
3589	NI-da-gal2	NI.da.gal₂[]PN
3590	NI-da-ra-ac-PI{ki}	NI.da.ra.aš.PI{ki}[]SN
3591	NI-da-ra-ac-pi2{ki}	NI.da.ra.aš.pi₂{ki}[]SN
3592	NI-du-a	NI.du.a[]PN
3593	NI-e3	NI.e₃[]PN
3594	NI-in-mu	NI.in.ŋu₁₀[]PN
3595	NI-la-ca-mar	NI.la.ša.mar[]PN
3596	NI-la-la	NI.la.la[]PN
3597	NI-la-ti-a	NI.la.ti.a[]PN
3598	NI-mu	NI.ŋu₁₀[]PN
3599	NI-mu-ta	NI.ŋu₁₀[]PN
3600	NI-ta	NI[]PN
3601	NI-tam-ma	NI.tam.ma[]PN
3602	NI-tam-ma-ta	NI.tam.ma[]PN
3603	NI-u2-rum	NI.u₂.rum[]PN
3604	NI.A.SU-ta	NI.A.SU[]PN
3605	NI.AN-bi2-i3-lum	NI.AN.bi₂.i₃.lum[]PN
3606	NI.AN-bu-li	NI.AN.bu.li[]PN
3607	NI.HI{ki}	NI.HI{ki}[]SN
3608	NI.IG-ma	NI.IG.ma[]PN
3609	NI.UD-ma-ta	NI.UD.ma[]PN
3610	NIG2-ma2	NIG₂.ma₂[]PN
3611	NIM-ce3	NIM[]PN
3612	NIM-e-ne-ce3	NIM.e.ne[]PN
3613	NIM-me	NIM.me[]PN
3614	NIM-zi-um{ki}	NIM.zi.um{ki}[]SN
3615	NINA{ki}	NINA[]SN
3616	NU-i3-li2	NU.i₃.li₂[]PN
3617	NUN-ce3	NUN[]PN
3618	Na-DI	Na.DI[]PN
3619	Na-DI-ta	Na.DI[]PN
3620	Na-a-na	Nana[]PN
3621	Na-ab-ca-nu-um	Nabšanum[]PN
3622	Na-ab-li-is-E2-a	NablisEa[]PN
3623	Na-ab-li2-is-E2-a	NablisEa[]PN
3624	Na-ab-ni-ii-e2-a	Nabniiʾeʾa[]PN
3625	Na-ab-ri2-um	Nabriʾum[]PN
3626	Na-ab-ri2-um-ce3	Nabriʾum[]PN
3627	Na-ab-ri2-um-ka	Nabriʾumka[]PN
3628	Na-ah-bi-ir-MU	Na.ah.bi.ir.MU[]PN
3629	Na-ah-cu-a	Nahšuʾa[]PN
3630	Na-ah-cum-BALA	Na.ah.šum.BALA[]PN
3631	Na-ah-cum-BALA{la}	Na.ah.šum.BALA{la}[]PN
3632	Na-ah-cum-bala	Nahšumbala[]PN
3633	Na-ah-ha-ma-tal	Nahamatal[]PN
3634	Na-ak-da-ma-ri	Nakdamari[]PN
3635	Na-an-na	Nana[]PN
3636	Na-ap-la-nu-um	Naplanum[]PN
3637	Na-ap-la-nu-um-ce3	Naplanum[]PN
3638	Na-ap-la-num	Naplanum[]PN
3639	Na-ap-la-num2	Naplanum[]PN
3640	Na-ap-la-num2-ce3	Naplanum[]PN
3641	Na-ap-la-zum	Naplazum[]PN
3642	Na-ap-sa-nu-um	Napsanum[]PN
3643	Na-ba-li2-is-E2-a	NabalisEa[]PN
3644	Na-ba-sa2	Nabasa[]PN
3645	Na-ba-sa6	Nabasag[]PN
3646	Na-ba-sa6-ta	Nabasag[]PN
3647	Na-bi-lu5	Nabilu[]PN
3648	Na-bi-{d}En-lil2	NabiEnlil[]PN
3649	Na-bi-{d}Suen	NabiSuʾen[]PN
3650	Na-bi2-a	Nabiʾa[]PN
3651	Na-bi2-um	Nabiʾum[]PN
3652	Na-bi2-{d}Cul-gi	NabiŠulgi[]PN
3653	Na-bi2-{d}En-lil2	NabiEnlil[]PN
3654	Na-bi2-{d}En-lil2-la2	NabiEnlila[]PN
3655	Na-bi2-{d}Suen	NabiSuʾen[]PN
3656	Na-bi2-{d}Suen-ta	NabiSuʾen[]PN
3657	Na-da	Nada[]PN
3658	Na-du-be-li2	Nadubeli[]PN
3659	Na-du-be2-li2	Nadubeli[]PN
3660	Na-ga-lu5	Nagalu[]PN
3661	Na-gi4-zu	Nagizu[]PN
3662	Na-gu-du	Nagudu[]PN
3663	Na-ha-nu-um	Nahanum[]PN
3664	Na-ha-pa2-tal	Nahapatal[]PN
3665	Na-he2-zi	Nahezi[]PN
3666	Na-hi-mu-um	Nahimum[]PN
3667	Na-lu-ta	Nalu[]PN
3668	Na-lu-uk	Naluk[]PN
3669	Na-lu2-ta	Nalu[]PN
3670	Na-lu5	Nalu[]PN
3671	Na-lu5-ce3	Nalu[]PN
3672	Na-lu5-ta	Nalu[]PN
3673	Na-lu5-ug2	Nalug[]PN
3674	Na-lul	Nalul[]PN
3675	Na-me-er	Namer[]PN
3676	Na-me-er-DINGIR	Na.me.er.DINGIR[]PN
3677	Na-me-ic-me-DINGIR	Na.me.iš.me.DINGIR[]PN
3678	Na-mu	Naŋu[]PN
3679	Na-mu-tum	Namutum[]PN
3680	Na-na-ki-ga-ga	Nanakigaga[]PN
3681	Na-na-mu	Nanaŋu[]PN
3682	Na-na-u3	Nanaʾu[]PN
3683	Na-ni-bu	Nanibu[]PN
3684	Na-ni-pa2-tal	Nanipatal[]PN
3685	Na-ra-am-E2-a	NaramEa[]PN
3686	Na-ra-am-i3-li2	Naramili[]PN
3687	Na-ra-am-i3-li2-ka	Naramilika[]PN
3688	Na-ra-am-i3-li2-ta	Naramili[]PN
3689	Na-ra-am-{d}ICKUR	Na.ra.am.{d}IŠKUR[]PN
3690	Na-ra-am-{d}Ickur	NaramIškur[]PN
3691	Na-ra-am-{d}Suen	NaramSuʾen[]PN
3692	Na-ra-mu	Naraŋu[]PN
3693	Na-sa6	Nasag[]PN
3694	Na-sa6-	Nasag[]PN
3695	Na-sa6-ga	Nasaga[]PN
3696	Na-sa6-ka	Nasagka[]PN
3697	Na-sa6-ra	Nasagra[]PN
3698	Na-sa6-ta	Nasag[]PN
3699	Na-ti	Nati[]PN
3700	Na-ti-um	Natiʾum[]PN
3701	Na-wa-ar-ce-en	Nawaršen[]PN
3702	Na-wa-ar{ki}	Nawar[]SN
3703	Na-wa-ar{ki}-ta	Nawar[]SN
3704	Na-wi-ir-DINGIR	Na.wi.ir.DINGIR[]PN
3705	Na-wi-ir-DINGIR-ta	Na.wi.ir.DINGIR[]PN
3706	Na-wi-ir-{d}UTU	Na.wi.ir.{d}UTU[]PN
3707	Nam-ha-ni	Namhani[]PN
3708	Nam-ha-ni-bi	Namhanibi[]PN
3709	Nam-ha-ni-ta	Namhani[]PN
3710	Nam-lugal-ni-du10	Namlugalnidug[]PN
3711	Nam-mah	Namah[]PN
3712	Nam-mah-{d}Ba-u2	NamahBaʾu[]PN
3713	Nam-nin-e-he2-du7	Namninehedu[]PN
3714	Nam-ti-ec3-ta	Namtiʾeš[]PN
3715	Nam-tur	Namtur[]PN
3716	Nam-zi-tar-ra	Namzitara[]PN
3717	Nam-zi-tar-ra-ta	Namzitara[]PN
3718	Nanna	Nana[]PN
3719	Nar-zi	Narzi[]PN
3720	Nar-zi-ta	Narzi[]PN
3721	Ne-be2-er-{d}Amar-{d}Suen{ki}	NeberAmarSuʾen[]SN
3722	Ne-be2-er-{d}Cul-gi-ra	NeberŠulgira[]PN
3723	Ne-be2-ru-um{ki}	Neberum[]SN
3724	Ne-gi-ne-hu-um-ki	Neginehumki[]PN
3725	Ne-im-zi-im	Neʾimzim[]PN
3726	Ne-ra-ti	Nerati[]PN
3727	Ne-sag-i3-sa6	Nesaŋisag[]PN
3728	Ni-ba-ca5	Nibaša[]PN
3729	Ni-da-u3-hi	Nidaʾuhi[]PN
3730	Ni-hi{ki}	Nihi[]SN
3731	Ni-ic-te-ni	Ništeni[]PN
3732	Ni-ih-e-lu	Nihelu[]PN
3733	Ni-im-zi	Nimzi[]PN
3734	Ni-kab{ki}	Nikab[]SN
3735	Ni-la-ti-a	Nilatiʾa[]PN
3736	Ni-li-e	Niliʾe[]PN
3737	Ni-mu-du	Nimudu[]PN
3738	Ni-na-wi-ir	Ninawir[]PN
3739	Ni-ni-ta	Nini[]PN
3740	Ni-nu-a-ce3	Ninuʾa[]PN
