	Transliteration	Normalized
0	A-AMA-a2-a	A.AMA.a₂.a[]PN
1	A-AN-ba-az	A.AN.ba.az[]PN
2	A-Ab-ba-ge-na-ta	A.Ab.ba.ge.na[]PN
3	A-Ad-da	A.Ad.da[]PN
4	A-Ad-da-kal-la	A.Ad.da.kal.la[]PN
5	A-Ad-da-mu	A.Ad.da.ŋu₁₀[]PN
6	A-An-na-hi-li-bi	A.An.na.hi.li.bi[]PN
7	A-DU-a	A.DU.a[]PN
8	A-DU-ba	A.DU.ba[]PN
9	A-DU-ba-bi	A.DU.ba.bi[]PN
10	A-DU-gam-ma	A.DU.gam.ma[]PN
11	A-DU-la-URU	A.DU.la.URU[]PN
12	A-DU-mu	A.DU.ŋu₁₀[]PN
13	A-DU-mu-ta	A.DU.ŋu₁₀[]PN
14	A-DU-ra-mu	A.DU.ra.ŋu₁₀[]PN
15	A-DU-ta	A.DU[]PN
16	A-DU.DU-e	A.DU.DU.e[]PN
17	A-DU.DU-ke4	A.DU.DU[]PN
18	A-DU.DU-ta	A.DU.DU[]PN
19	A-DU.DU-še3	A.DU.DU[]PN
20	A-Eš4-tar2	A.Eš₄.tar₂[]PN
21	A-GU4-na-mu	A.GU₄.na.ŋu₁₀[]PN
22	A-KA-a	A.KA.a[]PN
23	A-KU-um	A.KU.um[]PN
24	A-KU.KU-lum	A.KU.KU.lum[]PN
25	A-KU.KU-ta	A.KU.KU[]PN
26	A-LUM-ma	A.LUM.ma[]PN
27	A-MUNU4-da	A.MUNU₄.da[]PN
28	A-NE-i3-zi	A.NE.i₃.zi[]PN
29	A-NE-ku-bi	A.NE.ku.bi[]PN
30	A-NI-NI-še3	A.NI.NI[]PN
31	A-NI-ma	A.NI.ma[]PN
32	A-NI-nu	A.NI.nu[]PN
33	A-NI-sig5	A.NI.sig₅[]PN
34	A-NI-ta	A.NI[]PN
35	A-NI.NI-ki-ma-še3	A.NI.NI.ki.ma[]PN
36	A-PA4-u2-a	A.PA₄.u₂.a[]PN
37	A-TU5-še3	A.TU₅[]PN
38	A-U.E2-nu-tuku	A.U.E₂.nu.tuku[]PN
39	A-a	Aya[]PN
40	A-a-	Aya[]PN
41	A-a-Kal-la	Aya.Kal.la[]PN
42	A-a-NI	Aya.NI[]PN
43	A-a-UN-e-ba-ab-du7	Aya.UN.e.ba.ab.du₇[]PN
44	A-a-a	Ayaa[]PN
45	A-a-ab-ba	Ayaba[]PN
46	A-a-ar	Ayar[]PN
47	A-a-ba	Ayaba[]PN
48	A-a-ba-ni	Ayabani[]PN
49	A-a-ba-ta	Ayaba[]PN
50	A-a-bad3	Ayabad[]PN
51	A-a-bad3-da-ri2-a	Ayabadariʾa[]PN
52	A-a-bad3-mu	Ayabadŋu[]PN
53	A-a-bar-ra	Ayabara[]PN
54	A-a-bi	Ayabi[]PN
55	A-a-bi-ta	Ayabi[]PN
56	A-a-bi2-du10	Ayabidug[]PN
57	A-a-da	Ayada[]PN
58	A-a-dingir	Ayadiŋir[]PN
59	A-a-dingir-mu	Ayadiŋirŋu[]PN
60	A-a-dingir-mu-ta	Ayadiŋirŋu[]PN
61	A-a-dingir-mu-še3	Ayadiŋirŋu[]PN
62	A-a-dingir-ta	Ayadiŋir[]PN
63	A-a-du10-ga	Ayaduga[]PN
64	A-a-e	Ayaʾe[]PN
65	A-a-ga	Ayaga[]PN
66	A-a-ga-mu	Ayagaŋu[]PN
67	A-a-ga-ta	Ayaga[]PN
68	A-a-ge-na	Ayagena[]PN
69	A-a-ge-na-ta	Ayagena[]PN
70	A-a-gir15	Ayagir[]PN
71	A-a-gir15{ir}	Ayagir[]PN
72	A-a-gu-ni	Ayaguni[]PN
73	A-a-ha-ma-ti	Ayahamati[]PN
74	A-a-i3-li2	Ayaʾili[]PN
75	A-a-i3-li2-su	Ayaʾilisu[]PN
76	A-a-i3-li2-šu	Ayaʾilišu[]PN
77	A-a-igi-du8-a	Ayaʾigiduʾa[]PN
78	A-a-ka-la	Ayakala[]PN
79	A-a-kal	Ayakal[]PN
80	A-a-kal-la	Ayakala[]PN
81	A-a-kal-la-	Ayakala[]PN
82	A-a-kal-la-bi	Ayakalabi[]PN
83	A-a-kal-la-ka	Ayakalaka[]PN
84	A-a-kal-la-mu	Ayakalaŋu[]PN
85	A-a-kal-la-ra	Ayakalara[]PN
86	A-a-kal-la-ta	Ayakala[]PN
87	A-a-kal-la-še3	Ayakala[]PN
88	A-a-kal-laa	Ayakalaa[]PN
89	A-a-ki-da	Ayakida[]PN
90	A-a-ki-lu5	Ayakilu[]PN
91	A-a-ki-lu5-la	Ayakilula[]PN
92	A-a-ki:lu5-la	Ayakilula[]PN
93	A-a-lal3	Ayalal[]PN
94	A-a-li2-tum	Ayalitum[]PN
95	A-a-lu2-du10	Ayaludug[]PN
96	A-a-lu2-du10-a	Ayaluduga[]PN
97	A-a-ma	Ayama[]PN
98	A-a-ma-an-gi4	Ayamangi[]PN
99	A-a-mu	Ayaŋu[]PN
100	A-a-mu-dah	Ayamudah[]PN
101	A-a-mu-ma-an-GIG	Aya.mu.ma.an.GIG[]PN
102	A-a-mu-ra	Ayamura[]PN
103	A-a-mu-ta	Ayaŋu[]PN
104	A-a-mu-še3	Ayaŋu[]PN
105	A-a-na-tum-e	Ayanatume[]PN
106	A-a-ni	Ayani[]PN
107	A-a-ni-šu	Ayanišu[]PN
108	A-a-ni-šu-ta	Ayanišu[]PN
109	A-a-ni-šu-še3	Ayanišu[]PN
110	A-a-ri	Ayari[]PN
111	A-a-ri2-in	Ayarin[]PN
112	A-a-ri2-mu-še3	Ayariŋu[]PN
113	A-a-teš2-mu	Ayatešŋu[]PN
114	A-a-ti	Ayati[]PN
115	A-a-tum	Ayatum[]PN
116	A-a-u4-su3-še3	Ayaʾusu[]PN
117	A-a-ur-sag	Ayaʾursaŋ[]PN
118	A-a-uru-IN	Aya.iri.IN[]PN
119	A-a-uru-mu	Ayaʾiriŋu[]PN
120	A-a-za-ni	Ayazani[]PN
121	A-a-zi-da	Ayazida[]PN
122	A-a-zi-mu	Ayaziŋu[]PN
123	A-a-zi-mu-ta	Ayaziŋu[]PN
124	A-a-zu	Ayazu[]PN
125	A-a-{d}Nanna-ar-kal-la	AyaNanarkala[]PN
126	A-a-ša3-mu	Ayašaŋu[]PN
127	A-a-še3	Aya[]PN
128	A-a2-lal3	Aalal[]PN
129	A-ab--sa6-ga	Aabsaga[]PN
130	A-ab-GAL2-mu	A.ab.GAL₂.ŋu₁₀[]PN
131	A-ab-a	Aaba[]PN
132	A-ab-ba	Aaba[]PN
133	A-ab-ba-a	Aabaa[]PN
134	A-ab-ba-a-ta	Aabaa[]PN
135	A-ab-ba-bi	Aababi[]PN
136	A-ab-ba-bi-ta	Aababi[]PN
137	A-ab-ba-ga	Aabaga[]PN
138	A-ab-ba-gu-la	Aabagula[]PN
139	A-ab-ba-ha-ma-ti	Aabahamati[]PN
140	A-ab-ba-ka	Aabaka[]PN
141	A-ab-ba-ka-še3	Aabaka[]PN
142	A-ab-ba-kal-la	Aabakala[]PN
143	A-ab-ba-me	Aabame[]PN
144	A-ab-ba-mu	Aabaŋu[]PN
145	A-ab-ba-mu-gen7	Aabamugen[]PN
146	A-ab-ba-mu-ta	Aabaŋu[]PN
147	A-ab-ba-mu-še3	Aabaŋu[]PN
148	A-ab-ba-ni	Aabani[]PN
149	A-ab-ba-ni-ka	Aabanika[]PN
150	A-ab-ba-ni-ta	Aabani[]PN
151	A-ab-ba-si2-im-ti	Aabasimti[]PN
152	A-ab-ba-sig5	Aabasig[]PN
153	A-ab-ba-ta	Aaba[]PN
154	A-ab-ba-zi-mu	Aabaziŋu[]PN
155	A-ab-ba-zi-mu-ta	Aabaziŋu[]PN
156	A-ab-ba-še3	Aaba[]PN
157	A-ab-ba:mu	Aabamu[]PN
158	A-ab-bu-mu	Aabuŋu[]PN
159	A-ab-du10-ga	Aabduga[]PN
160	A-ab-e	Aabe[]PN
161	A-ab-gu-la	Aabgula[]PN
162	A-ab-mi-ra-din	Aabmiradin[]PN
163	A-ab-na-ša	Aabnaša[]PN
164	A-ab-u5-un	Aabun[]PN
165	A-ab-{d}Šul-gi	AabŠulgi[]PN
166	A-ad-a-bi	Aadabi[]PN
167	A-ad-da	Aada[]PN
168	A-ad-da-BAD3-ri	A.ad.da.BAD₃.ri[]PN
169	A-ad-da-a	Aadaa[]PN
170	A-ad-da-ad	Aadad[]PN
171	A-ad-da-bi	Aadabi[]PN
172	A-ad-da-hu	Aadahu[]PN
173	A-ad-da-ka-ta-am3	Aadakatam[]PN
174	A-ad-da-kal-la	Aadakala[]PN
175	A-ad-da-mu	Aadaŋu[]PN
176	A-ad-da-ni-ra-am-an-ni	Aadaniramani[]PN
177	A-ad-da-še3	Aada[]PN
178	A-ad-du10-ga	Aaduga[]PN
179	A-ad-kal-la	Aadkala[]PN
180	A-ad2-gal	Aadgal[]PN
181	A-ag-ga-mu	Aagaŋu[]PN
182	A-ah-KAL.LA	A.ah.KAL.LA[]PN
183	A-ah-zu	Aahzu[]PN
184	A-al-NI	A.al.NI[]PN
185	A-al-NI-ta	A.al.NI[]PN
186	A-al-ba-ni-du11	Aalbanidug[]PN
187	A-al-la	Aala[]PN
188	A-al-la-i3-zu	Aalaʾizu[]PN
189	A-al-la-mu	Aalaŋu[]PN
190	A-al-la-mu-ta	Aalaŋu[]PN
191	A-al-la-mu-še3	Aalaŋu[]PN
192	A-al-la-ni	Aalani[]PN
193	A-al-la-ni-tum	Aalanitum[]PN
194	A-al-la-ra	Aalara[]PN
195	A-al-la-ri	Aalari[]PN
196	A-al-la-ru	Aalaru[]PN
197	A-al-la-ta	Aala[]PN
198	A-al-li2-mu	Aaliŋu[]PN
199	A-al-li2-ta	Aali[]PN
200	A-al-lu	Aalu[]PN
201	A-al-lu-a	Aaluʾa[]PN
202	A-al-lu-u2	Aaluu[]PN
203	A-al-mu	Aalŋu[]PN
204	A-al-mu-ta	Aalŋu[]PN
205	A-al-ni	Aalni[]PN
206	A-al-ni-ta	Aalni[]PN
207	A-al-zu	Aalzu[]PN
208	A-al-ša-na{ki}	Aalšana[]SN
209	A-am-ma	Aama[]PN
210	A-ama-la-lum	Aamalalum[]PN
211	A-ambar	Aambar[]PN
212	A-ambar-es3-sa2	Aambaresa[]PN
213	A-ambar-tur	Aambartur[]PN
214	A-ambar{ki}	Aambar[]SN
215	A-ambar{ki}-ta	Aambar[]SN
216	A-an	Aan[]PN
217	A-an-du	Aandu[]PN
218	A-an-na	Aana[]PN
219	A-an-na-a	Aanaa[]PN
220	A-an-na-a-mu	Aanaŋu[]PN
221	A-an-na-bi	Aanabi[]PN
222	A-an-na-mu	Aanaŋu[]PN
223	A-an-na-mu-ta	Aanaŋu[]PN
224	A-an-na-ti	Aanati[]PN
225	A-an-ni-mu	Aaniŋu[]PN
226	A-ar-ha-aš	Aarhaš[]PN
227	A-ar-ka	Aarka[]PN
228	A-ar-pa2-tal	Aarpatal[]PN
229	A-at-ta	Aat[]PN
230	A-at-ti	Aati[]PN
231	A-at-ti-a	Aatiʾa[]PN
232	A-aš-an-ne2	Aašane[]PN
233	A-aš-gi4-pa3-da-aš	Aašgipadaš[]PN
234	A-aš-gi4-pa3-da-ta	Aašgipada[]PN
235	A-aš-gi4-pa3-da-še3	Aašgipada[]PN
236	A-aš-ki-pa3	Aaškipa[]PN
237	A-aš-ki-pa3-še3	Aaškipa[]PN
238	A-aš-ki-pa3{ki}-še3	Aaškipa[]SN
239	A-ba	Aba[]PN
240	A-ba-DI.A	A.ba.DI.A[]PN
241	A-ba-DINGIR	A.ba.DINGIR[]PN
242	A-ba-HI	A.ba.HI[]PN
243	A-ba-NAG-nu-mu-ni-KA	A.ba.NAG.nu.mu.ni.KA[]PN
244	A-ba-a	Abaa[]PN
245	A-ba-a-a	Abaya[]PN
246	A-ba-a-a-mu	Abayaŋu[]PN
247	A-ba-a-a-mu-gen7	Abayamugen[]PN
248	A-ba-a-gi6-i3-gi4-gi4	Abagigigi[]PN
249	A-ba-a-mu-gen7	Abamugen[]PN
250	A-ba-a-ta	Abaa[]PN
251	A-ba-a-še3	Abaa[]PN
252	A-ba-a2-GAN2-na	A.ba.a₂.GAN₂.na[]PN
253	A-ba-ab-ni	Ababni[]PN
254	A-ba-ad-da-gen7	Abadagen[]PN
255	A-ba-al	Abal[]PN
256	A-ba-al-la	Abala[]PN
257	A-ba-al-la-ka	Abalaka[]PN
258	A-ba-al-la-ta	Abala[]PN
259	A-ba-al-la-še3	Abala[]PN
260	A-ba-al-la-šu-um	Abalašum[]PN
261	A-ba-al-ta	Abal[]PN
262	A-ba-al{ki}	Abal[]SN
263	A-ba-an	Aban[]PN
264	A-ba-an-da-sa2	Abandasa[]PN
265	A-ba-an-da-sa2-ta	Abandasa[]PN
266	A-ba-an-hu-me	Abanhume[]PN
267	A-ba-an-i3-li2	Abanili[]PN
268	A-ba-an-ne-an	Abaneʾan[]PN
269	A-ba-an-ne2-in-si3-ge-en6	Abaneʾinsigen[]PN
270	A-ba-an-ne2-si3-ge	Abanesige[]PN
271	A-ba-ar-da	Abarda[]PN
272	A-ba-ar-du-uk	Abarduk[]PN
273	A-ba-ar-ni-um{ki}	Abarniʾum[]SN
274	A-ba-at	Abat[]PN
275	A-ba-at-i3-li2	Abatili[]PN
276	A-ba-ba	Ababa[]PN
277	A-ba-ba-ni-du	Ababanidu[]PN
278	A-ba-ba-tum	Ababatum[]PN
279	A-ba-bi2-dim2	Ababidim[]PN
280	A-ba-bi2-um	Ababiʾum[]PN
281	A-ba-bu-um	Ababum[]PN
282	A-ba-bu-um-še3	Ababum[]PN
283	A-ba-da-sa2	Abadasa[]PN
284	A-ba-da-sa2-me	Abadasame[]PN
285	A-ba-da-sa2-ta	Abadasa[]PN
286	A-ba-di-DU.NI	A.ba.di.DU.NI[]PN
287	A-ba-di-ba-ni	Abadibani[]PN
288	A-ba-di-ni	Abadini[]PN
289	A-ba-dingir-ga2-gen7	Abadiŋirŋagen[]PN
290	A-ba-dingir-gen7	Abadiŋirgen[]PN
291	A-ba-dingir-mu-gen7	Abadiŋirmugen[]PN
292	A-ba-dingir-šeš-gen7	Abadiŋiršešgen[]PN
293	A-ba-du10-ga	Abaduga[]PN
294	A-ba-e-ne	Abaʾene[]PN
295	A-ba-e-ta-ni	Abaʾetani[]PN
296	A-ba-gal	Abagal[]PN
297	A-ba-gal-	Abagal[]PN
298	A-ba-gal-da	Abagalda[]PN
299	A-ba-gal-gu-la	Abagalgula[]PN
300	A-ba-gal-gu-la-da	Abagalgulada[]PN
301	A-ba-gal-gu-la-ka	Abagalgulaka[]PN
302	A-ba-gal-ka	Abagalka[]PN
303	A-ba-gal-pisan-{giš}i3-šub-ba	Abagalbisaŋišuba[]PN
304	A-ba-gal-ta	Abagal[]PN
305	A-ba-gal-{d}En-lil2	AbagalEnlil[]PN
306	A-ba-gal-{d}En-lil2-la2	AbagalEnlila[]PN
307	A-ba-gal-{d}En-lil2-la2-da	AbagalEnlilada[]PN
308	A-ba-gal-{d}En-lil2-la2-ta	AbagalEnlila[]PN
309	A-ba-gal-{d}En-lil2-še3	AbagalEnlil[]PN
310	A-ba-ge-na-ta	Abagena[]PN
311	A-ba-gi6-i3-gi4-gi4	Abagigigi[]PN
312	A-ba-ha-ma-ti	Abahamati[]PN
313	A-ba-hu	Abahu[]PN
314	A-ba-i3-da-e3	Abaʾidaʾe[]PN
315	A-ba-i3-du10-ge	Abaʾiduge[]PN
316	A-ba-in-da-an-e3	Abaʾindane[]PN
317	A-ba-in-da-e3	Abaʾindaʾe[]PN
318	A-ba-in-da-ne	Abaʾindane[]PN
319	A-ba-in-zu	Abaʾinzu[]PN
320	A-ba-ki	Abaki[]PN
321	A-ba-ki-du-ni	Abakiduni[]PN
322	A-ba-ki-e	Abakiʾe[]PN
323	A-ba-ki-ni	Abakini[]PN
324	A-ba-ki-ni-ta	Abakini[]PN
325	A-ba-ki-uru-ni	Abakirini[]PN
326	A-ba-la	Abala[]PN
327	A-ba-la-ša	Abalaša[]PN
328	A-ba-lu5	Abalu[]PN
329	A-ba-lu5-ge2	Abaluge[]PN
330	A-ba-lugal-mu	Abalugalŋu[]PN
331	A-ba-lugal-mu-gen7	Abalugalmugen[]PN
332	A-ba-mu	Abaŋu[]PN
333	A-ba-na	Abana[]PN
334	A-ba-na-ak-tum	Abanaktum[]PN
335	A-ba-nam-DU	A.ba.nam.DU[]PN
336	A-ba-nam-DU-in	A.ba.nam.DU.in[]PN
337	A-ba-nam-TAG-i3-BAD	A.ba.nam.TAG.i₃.BAD[]PN
338	A-ba-nam-TAG-in-BAD	A.ba.nam.TAG.in.BAD[]PN
339	A-ba-nam-tag-ni	Abanamtagni[]PN
340	A-ba-nan-tag-in-BAD	A.ba.nan.tag.in.BAD[]PN
341	A-ba-ne-LAGAB-ta	A.ba.ne.LAGAB[]PN
342	A-ba-ne-gen7	Abanegen[]PN
343	A-ba-ne-gen7-še3	Abanegen[]PN
344	A-ba-ne2-si3-ge	Abanesige[]PN
345	A-ba-ni	Abani[]PN
346	A-ba-ni-DINGIR	A.ba.ni.DINGIR[]PN
347	A-ba-ni-SAR-ge	A.ba.ni.SAR.ge[]PN
348	A-ba-ni-a	Abaniʾa[]PN
349	A-ba-ni-da-NE-ke4	A.ba.ni.da.NE[]PN
350	A-ba-ni-i3-si3-ge-me	Abanisigeme[]PN
351	A-ba-ni-si3-ge	Abanisige[]PN
352	A-ba-ni-si3-ge-e	Abanisigee[]PN
353	A-ba-nin-gen7	Abaningen[]PN
354	A-ba-nin-mu-gen7	Abaninmugen[]PN
355	A-ba-ra	Abara[]PN
356	A-ba-ri	Abari[]PN
357	A-ba-ri-šum	Abarišum[]PN
358	A-ba-sa6	Abasag[]PN
359	A-ba-sa6-ga	Abasaga[]PN
360	A-ba-sa6-ga-ta	Abasaga[]PN
361	A-ba-sig5	Abasig[]PN
362	A-ba-su-na	Abasuna[]PN
363	A-ba-sukud	Abasukud[]PN
364	A-ba-ti	Abati[]PN
365	A-ba-ti-in	Abatin[]PN
366	A-ba-um	Abaʾum[]PN
367	A-ba-zi-ka	Abazika[]PN
368	A-ba-zu	Abazu[]PN
369	A-ba-{d}Ba-u2-gen7	AbaBaʾugen[]PN
370	A-ba-{d}Dumu-zi-gen7	AbaDumuzigen[]PN
371	A-ba-{d}En-lil2	AbaEnlil[]PN
372	A-ba-{d}En-lil2-gen7	AbaEnlilgen[]PN
373	A-ba-{d}En-lil2-gen7-ta	AbaEnlilgen[]PN
374	A-ba-{d}En-lil2-gen7-še3	AbaEnlilgen[]PN
375	A-ba-{d}En-lil2-gin7	AbaEnlilgin[]PN
376	A-ba-{d}En-lil2-la2	AbaEnlila[]PN
377	A-ba-{d}En-lil2-la2-gen7	AbaEnlilagen[]PN
378	A-ba-{d}En-lil2-la2-gen7-ta	AbaEnlilagen[]PN
379	A-ba-{d}Lamma-gen7	AbaLamagen[]PN
380	A-ba-{d}Nanna	AbaNana[]PN
381	A-ba-{d}Nanna-gen7	AbaNanagen[]PN
382	A-ba-{d}Nin-MAR.KI-gen7	A.ba.{d}Nin.MAR.KI.gen₇[]PN
383	A-ba-{d}Nin-dar-a-gen7	AbaNindaragen[]PN
384	A-ba-{d}Nin-gal-gen7	AbaNingalgen[]PN
385	A-ba-{d}Nin-gir2-su-gen7	AbaNinŋirsugen[]PN
386	A-ba-{d}Utu-gen7	AbaUtugen[]PN
387	A-ba-{d}en-lil2-gen7	AbaEnlilgen[]PN
388	A-ba-{d}Šara2-gen7	AbaŠaragen[]PN
389	A-ba-{d}Šara2-gen7-ta	AbaŠaragen[]PN
390	A-ba-{d}Šara2-ta	AbaŠara[]PN
391	A-ba-{d}Šul-gi-gen7	AbaŠulgigen[]PN
392	A-ba-še3-DU.NI	A.ba.še₃.DU.NI[]PN
393	A-ba-šeš-mu-gen7	Abašešmugen[]PN
394	A-ba-šu	Abašu[]PN
395	A-ba-šu-an-da-du	Abašuʾandadu[]PN
396	A-ba-šu-luh-{d}Inanna	AbašuluhInana[]PN
397	A-ba-šu-na	Abašuna[]PN
398	A-ba-šu-na-ta	Abašuna[]PN
399	A-ba-šu-ud-NE-AN	A.ba.šu.ud.NE.AN[]PN
400	A-bar-šum	Abaršum[]PN
401	A-bi	Abi[]PN
402	A-bi-DU10	A.bi.DU₁₀[]PN
403	A-bi-a	Abiʾa[]PN
404	A-bi-a-a	Abiʾaya[]PN
405	A-bi-a-bi-ih	Abiʾabih[]PN
406	A-bi-a-ti	Abiʾati[]PN
407	A-bi-ba-num2	Abibanum[]PN
408	A-bi-bi-a	Abibiʾa[]PN
409	A-bi-du10	Abidug[]PN
410	A-bi-ga-ru-e	Abigaruʾe[]PN
411	A-bi-i3-li2	Abili[]PN
412	A-bi-in-za	Abinza[]PN
413	A-bi-la	Abila[]PN
414	A-bi-la-ak-ta	Abilak[]PN
415	A-bi-li-bur	Abilibur[]PN
416	A-bi-ma	Abima[]PN
417	A-bi-ma-a	Abimaa[]PN
418	A-bi-nu-ri	Abinuri[]PN
419	A-bi-nu-um	Abinum[]PN
420	A-bi-si2-im-ti	Abisimti[]PN
421	A-bi-{d}UTU{ši}	A.bi.{d}UTU{ši}[]PN
422	A-bi-ša-ru-um	Abišarum[]PN
423	A-bi-ša-ru-um-e	Abišarume[]PN
424	A-bi2	Abi[]PN
425	A-bi2-	Abi[]PN
426	A-bi2-AN	A.bi₂.AN[]PN
427	A-bi2-DINGIR	A.bi₂.DINGIR[]PN
428	A-bi2-DINGIR-su	A.bi₂.DINGIR.su[]PN
429	A-bi2-DU10	A.bi₂.DU₁₀[]PN
430	A-bi2-DU10-ta	A.bi₂.DU₁₀[]PN
431	A-bi2-E2	A.bi₂.E₂[]PN
432	A-bi2-GIŠ	A.bi₂.GIŠ[]PN
433	A-bi2-KAL	A.bi₂.KAL[]PN
434	A-bi2-NE.NE	A.bi₂.NE.NE[]PN
435	A-bi2-SIG5	A.bi₂.SIG₅[]PN
436	A-bi2-UD	A.bi₂.UD[]PN
437	A-bi2-UD.IŠ	A.bi₂.UD.IŠ[]PN
438	A-bi2-a	Abiʾa[]PN
439	A-bi2-a-NI	A.bi₂.a.NI[]PN
440	A-bi2-a-bi-ih	Abiʾabih[]PN
441	A-bi2-a-bi2-ih	Abiʾabih[]PN
442	A-bi2-a-hi	Abiʾahi[]PN
443	A-bi2-a-li2	Abiʾali[]PN
444	A-bi2-a-mu-ti	Abiʾamuti[]PN
445	A-bi2-a-num2	Abiʾanum[]PN
446	A-bi2-a-pi-ih	Abiʾapih[]PN
447	A-bi2-a-ta	Abiʾa[]PN
448	A-bi2-a-ti	Abiʾatik[]PN
449	A-bi2-a-ti-ka	Abiʾatika[]PN
450	A-bi2-a-ti-kam	Abiʾatikam[]PN
451	A-bi2-a-ti-ke4	Abiʾatik[]PN
452	A-bi2-a-ti-ta	Abiʾatik[]PN
453	A-bi2-ba-na{ki}	Abibana[]SN
454	A-bi2-ba-ni	Abibani[]PN
455	A-bi2-da	Abida[]PN
456	A-bi2-dam	Abidam[]PN
457	A-bi2-dur2-mah	Abidurmah[]PN
458	A-bi2-e-lum	Abiʾelum[]PN
459	A-bi2-hu-um	Abihum[]PN
460	A-bi2-i3-li2	Abili[]PN
461	A-bi2-in-tu-ni	Abintuni[]PN
462	A-bi2-iš-ki-in	Abiškin[]PN
463	A-bi2-iš-qi2-il	Abišqil[]PN
464	A-bi2-ki-in	Abikin[]PN
465	A-bi2-ki-me-am3	Abikimeʾam[]PN
466	A-bi2-ku-num2	Abikunum[]PN
467	A-bi2-ma	Abima[]PN
468	A-bi2-ma-ta	Abima[]PN
469	A-bi2-na-ni	Abinani[]PN
470	A-bi2-nu-a	Abinuʾa[]PN
471	A-bi2-nu-ri	Abinuri[]PN
472	A-bi2-ri-ṣi	Abiriṣi[]PN
473	A-bi2-sa-ad	Abisad[]PN
474	A-bi2-sa-du	Abisadu[]PN
475	A-bi2-sa-tum	Abisatum[]PN
476	A-bi2-sa6-sa6	Abisagsag[]PN
477	A-bi2-si-im-ti	Abisimti[]PN
478	A-bi2-si-in-DI	A.bi₂.si.in.DI[]PN
479	A-bi2-si-ni-DI	A.bi₂.si.ni.DI[]PN
480	A-bi2-si2-bi-ti	Abisibiti[]PN
481	A-bi2-si2-im-de3	Abisimde[]PN
482	A-bi2-si2-im-ti	Abisimti[]PN
483	A-bi2-si2-im-ti-	Abisimti[]PN
484	A-bi2-si2-im-ti-e	Abisimtiʾe[]PN
485	A-bi2-si2-im-ti-kam	Abisimtikam[]PN
486	A-bi2-si2-im-ti-ra	Abisimtira[]PN
487	A-bi2-si2-im-ti-ta	Abisimti[]PN
488	A-bi2-si2-im-ti-še3	Abisimti[]PN
489	A-bi2-ta	Abi[]PN
490	A-bi2-tu-kul2-ti	Abitukulti[]PN
491	A-bi2-tum	Abitum[]PN
492	A-bi2-tum-e	Abitume[]PN
493	A-bi2-za	Abiza[]PN
494	A-bi2-zu	Abizu[]PN
495	A-bi2-zu-zi	Abizuzi[]PN
496	A-bi2-{d}En-lil2	AbiEnlil[]PN
497	A-bi2-{d}Suen	AbiSuʾen[]PN
498	A-bi2-{d}UTU	A.bi₂.{d}UTU[]PN
499	A-bi2-še-im-ti	Abišeʾimti[]PN
500	A-bi2-šu	Abišu[]PN
501	A-bi2-ṭa-ab	Abiṭab[]PN
502	A-bi3-DU10	A.bi₃.DU₁₀[]PN
503	A-bir-AŠ3tenu	A.bir.AŠ₃tenu[]PN
504	A-bu	Abu[]PN
505	A-bu-DIB-NI	A.bu.DIB.NI[]PN
506	A-bu-DINGIR	A.bu.DINGIR[]PN
507	A-bu-DU10	A.bu.DU₁₀[]PN
508	A-bu-DU10-ta	A.bu.DU₁₀[]PN
509	A-bu-DU10-um	A.bu.DU₁₀.um[]PN
510	A-bu-DU10-še3	A.bu.DU₁₀[]PN
511	A-bu-PI	A.bu.PI[]PN
512	A-bu-ZA	A.bu.ZA[]PN
513	A-bu-a	Abuʾa[]PN
514	A-bu-an-ne2	Abuʾane[]PN
515	A-bu-ba-gar3	Abubagar[]PN
516	A-bu-ba-ni	Abubani[]PN
517	A-bu-ba-qar	Abubaqar[]PN
518	A-bu-bu	Abubu[]PN
519	A-bu-da	Abuda[]PN
520	A-bu-da-a	Abudaa[]PN
521	A-bu-da-ab	Abudab[]PN
522	A-bu-da-ab2	Abudab[]PN
523	A-bu-du8	Abudu[]PN
524	A-bu-i3-lum	Abuʾilum[]PN
525	A-bu-la-ad{ki}	Abulad[]SN
526	A-bu-ma	Abuma[]PN
527	A-bu-mi-DINGIR	A.bu.mi.DINGIR[]PN
528	A-bu-mi-lum	Abumilum[]PN
529	A-bu-mi-um	Abumiʾum[]PN
530	A-bu-mu	Abuŋu[]PN
531	A-bu-na	Abuna[]PN
532	A-bu-ni	Abuni[]PN
533	A-bu-ni-KU.KU	A.bu.ni.KU.KU[]PN
534	A-bu-ni-a	Abuniʾa[]PN
535	A-bu-ni-ka	Abunika[]PN
536	A-bu-ni-ma	Abunima[]PN
537	A-bu-ni-ra	Abunira[]PN
538	A-bu-ni-ta	Abuni[]PN
539	A-bu-ni-šu	Abunišu[]PN
540	A-bu-nu-gen7	Abunugen[]PN
541	A-bu-ru-um	Aburum[]PN
542	A-bu-u3-ta	Abuu[]PN
543	A-bu-um	Abum[]PN
544	A-bu-um-DINGIR	A.bu.um.DINGIR[]PN
545	A-bu-um-DINGIR-ma	A.bu.um.DINGIR.ma[]PN
546	A-bu-um-DINGIR-su2	A.bu.um.DINGIR.su₂[]PN
547	A-bu-um-DINGIR-ta	A.bu.um.DINGIR[]PN
548	A-bu-um-DINGIR-še3	A.bu.um.DINGIR[]PN
