	Transliteration	Normalized
10715	I-{d}Suen	I.{d}Suʾen[]PN
10716	I-Šar-ru-um	I.Šar.ru.um[]PN
10717	I-Šar-ru-um-ta	I.Šar.ru.um[]PN
10718	I-ša-ar-ba-da-an	Išarbadan[]PN
10719	I-ša-ar-i3-lum	Išarilum[]PN
10720	I-ša-pi-ir	Išapir[]PN
10721	I-ša-ri2-lum	Išarilum[]PN
10722	I-ša-um	Išaʾum[]PN
10723	I-ša-wi-ir	Išawir[]PN
10724	I-šar-AN	I.šar.AN[]PN
10725	I-šar-RA×HI	I.šar.RA×HI[]PN
10726	I-šar-SIPA	I.šar.SIPA[]PN
10727	I-šar-a-hi	Išarahi[]PN
10728	I-šar-a-li2-iš-su2	Išarališsu[]PN
10729	I-šar-ah	Išarah[]PN
10730	I-šar-ba-ni	Išarbani[]PN
10731	I-šar-be-li2	Išarbeli[]PN
10732	I-šar-be-li2-ta	Išarbeli[]PN
10733	I-šar-bu-la-am	Išarbulam[]PN
10734	I-šar-bu3-da	Išarbuda[]PN
10735	I-šar-di-ni	Išardini[]PN
10736	I-šar-di3-ni	Išardini[]PN
10737	I-šar-dim2	Išardim[]PN
10738	I-šar-i3-li2	Išarili[]PN
10739	I-šar-i3-li2-ta	Išarili[]PN
10740	I-šar-ki-in	Išarkin[]PN
10741	I-šar-ki-{d}UTU	I.šar.ki.{d}UTU[]PN
10742	I-šar-ki-{d}Utu	IšarkiUtu[]PN
10743	I-šar-kur-ba-šum	Išarkurbašum[]PN
10744	I-šar-la-e	Išarlaʾe[]PN
10745	I-šar-la-ni	Išarlani[]PN
10746	I-šar-la2-ni	Išarlani[]PN
10747	I-šar-li-bi	Išarlibi[]PN
10748	I-šar-li-bur	Išarlibur[]PN
10749	I-šar-li-bur-ta	Išarlibur[]PN
10750	I-šar-li2-si	Išarlisi[]PN
10751	I-šar-li2-ša	Išarliša[]PN
10752	I-šar-lu-ba-li2-iṭ	Išarlubaliṭ[]PN
10753	I-šar-lu-ba-li2-iṭ-še3	Išarlubaliṭ[]PN
10754	I-šar-ma-ti-is2-su2	Išarmatisu[]PN
10755	I-šar-pa-da-an	Išarpadan[]PN
10756	I-šar-pa-dan	Išarpadan[]PN
10757	I-šar-pa2-da-AŠ	I.šar.pa₂.da.AŠ[]PN
10758	I-šar-pa2-da-an	Išarpadan[]PN
10759	I-šar-pa2-dam	Išarpadam[]PN
10760	I-šar-pa2-dan	Išarpadan[]PN
10761	I-šar-pa2-dan-ka	Išarpadanka[]PN
10762	I-šar-pa2-dan-ta	Išarpadan[]PN
10763	I-šar-ra	Išara[]PN
10764	I-šar-ra-hi	Išarahi[]PN
10765	I-šar-ra-ku-da-aš	Išarakudaš[]PN
10766	I-šar-ra-ma	Išarama[]PN
10767	I-šar-ra-ma-aš	Išaramaš[]PN
10768	I-šar-ra-ma-aš2	Išaramaš[]PN
10769	I-šar-ra-maš	Išaramaš[]PN
10770	I-šar-ra-maš-ta	Išaramaš[]PN
10771	I-šar-ra-ra-ma-šu	Išararamašu[]PN
10772	I-šar-ru	Išaru[]PN
10773	I-šar-ru-	Išaru[]PN
10774	I-šar-ru-a	Išaruʾa[]PN
10775	I-šar-ru-ba-ni	Išarubani[]PN
10776	I-šar-ru-um	Išarum[]PN
10777	I-šar-ru-um-e	Išarume[]PN
10778	I-šar-ru-um-ma	Išaruma[]PN
10779	I-šar-ru-um-ta	Išarum[]PN
10780	I-šar-ru-um-še3	Išarum[]PN
10781	I-šar-um	Išarum[]PN
10782	I-šar-um-ni	Išarumni[]PN
10783	I-šar-um-ta	Išarum[]PN
10784	I-šar-{d}A-šar2	IšarAšar[]PN
10785	I-šar-{d}IŠKUR	I.šar.{d}IŠKUR[]PN
10786	I-šar-{d}UTU	I.šar.{d}UTU[]PN
10787	I-šar-{d}Šu-{d}Suen	IšarŠuSuʾen[]PN
10788	I-šar-{d}Šul-gi	IšarŠulgi[]PN
10789	I-šar-{d}Šul-gi-še3	IšarŠulgi[]PN
10790	I-šar-{d}šul-pa-e3	IšarŠulpaʾe[]PN
10791	I-šar-Šar-ru-um	I.šar.Šar.ru.um[]PN
10792	I-šar2-lu-ba-li2-iṭ-še3	Išarlubaliṭ[]PN
10793	I-šim-{d}Šu-{d}Suen{ki}-me-eš2	IšimŠuSuʾenmeš[]SN
10794	I-šim-{d}Šul-gi	IšimŠulgi[]PN
10795	I-šim-{d}Šul-gi-ra	IšimŠulgira[]PN
10796	I-šim-{d}Šul-gi-ra-ta	IšimŠulgira[]PN
10797	I-šim-{d}Šul-gi-ra{ki}-me	IšimŠulgirame[]SN
10798	I-šim-{d}Šul-gi{ki}	IšimŠulgi[]SN
10799	I-šim-{d}Šul-gi{ki}-me	IšimŠulgime[]SN
10800	I-šim-{d}Šul-gi{ki}-ra	IšimŠulgira[]SN
10801	I-šim-Šul-gi{ki}-ra	I.šim.Šul.gi{ki}.ra[]SN
10802	I-šu-KAL	I.šu.KAL[]PN
10803	I-šu-NE	I.šu.NE[]PN
10804	I-šu-a-nu-um	Išuʾanum[]PN
10805	I-šu-ba-ni	Išubani[]PN
10806	I-šu-gur-ra-ad	Išugurad[]PN
10807	I-šu-i3-li2	Išuʾili[]PN
10808	I-šu2-KAL	I.šu₂.KAL[]PN
10809	I-šu2-dan	Išudan[]PN
10810	I-šu2-di3	Išudi[]PN
10811	I-šum-ba-ni	Išumbani[]PN
10812	I-šum-ma{ki}	Išuma[]SN
10813	I-šur6{ki}	Išur[]SN
10814	I-ṣa-ar-a-ba-e{ki}	Iṣarabaʾe[]SN
10815	I-ṣu2-ur-i3-li2	Iṣurili[]PN
10816	I-ṣur-DINGIR	I.ṣur.DINGIR[]PN
10817	I-ṣur-e-li	Iṣureli[]PN
10818	I-ṣur-i3-li2	Iṣurili[]PN
10819	I-ṣur-ra-GI-NI	I.ṣur.ra.GI.NI[]PN
10820	I-ṣur-{d}Suen	IṣurSuʾen[]PN
10821	I-ṣur-{d}Suen-ta	IṣurSuʾen[]PN
10822	I-ṭur-i3-li2	Iṭurili[]PN
10823	I3-DI-{d}Suen	I₃.DI.{d}Suʾen[]PN
10824	I3-DU.DU-a	I₃.DU.DU.a[]PN
10825	I3-DUB-ši-na	I₃.DUB.ši.na[]PN
10826	I3-HI-du10-ga	I₃.HI.dug₃.ga[]PN
10827	I3-KA-num2	I₃.KA.num₂[]PN
10828	I3-KA-ši-na	I₃.KA.ši.na[]PN
10829	I3-a-ab-ru{ki}	Iabru[]SN
10830	I3-a-ma-ti-um	Iamatiʾum[]PN
10831	I3-a-ma-ti-um{ki}	Iamatiʾum[]SN
10832	I3-a-mu-tum	Iamutum[]PN
10833	I3-ab-ru{ki}	Iabru[]SN
10834	I3-at-ti-um	Iatiʾum[]PN
10835	I3-ba	Iba[]PN
10836	I3-ba-bi	Ibabi[]PN
10837	I3-ba-du-na	Ibaduna[]PN
10838	I3-ba-sa2	Ibasa[]PN
10839	I3-ba-ta	Iba[]PN
10840	I3-bi-zu	Ibizu[]PN
10841	I3-bi2-i3-li2	Ibili[]PN
10842	I3-bi2-i3-šar2	Ibišar[]PN
10843	I3-bi2-la-ni	Ibilani[]PN
10844	I3-bi2-lum	Ibilum[]PN
10845	I3-bi2-ni-sar	Ibinisar[]PN
10846	I3-bu-ul	Ibul[]PN
10847	I3-bu3-ul	Ibul[]PN
10848	I3-bu3-ul-še3	Ibul[]PN
10849	I3-da-be-li2	Idabeli[]PN
10850	I3-da-du-tum	Idadutum[]PN
10851	I3-da-ga	Idaga[]PN
10852	I3-da-gal2	Idagal[]PN
10853	I3-da-ti	Idati[]PN
10854	I3-da-ti-ta	Idati[]PN
10855	I3-dadag-ga	Idadaga[]PN
10856	I3-dišₓ(UR)-tum-ta	I₃.dišₓ(UR).tum[]PN
10857	I3-dišₓ(UR)-tum-še3	I₃.dišₓ(UR).tum[]PN
10858	I3-du-du	Idudu[]PN
10859	I3-du-mi-šar	Idumišar[]PN
10860	I3-du10	Idug[]PN
10861	I3-du10-ga	Iduga[]PN
10862	I3-du8-be-li2-la-gal2	Idubelilagal[]PN
10863	I3-dur-DINGIR	I₃.dur.DINGIR[]PN
10864	I3-ge-na	Igena[]PN
10865	I3-gen-na	Igenak[]PN
10866	I3-gen-na-ke4	Igenak[]PN
10867	I3-gi	Igi[]PN
10868	I3-gu	Igu[]PN
10869	I3-gu-num2	Igunum[]PN
10870	I3-gu7-ul-ta	Igul[]PN
10871	I3-in-ne2	Iine[]PN
10872	I3-kal-kal-la	Ikalkala[]PN
10873	I3-kal-la	Ikala[]PN
10874	I3-kal-la-ra	Ikalara[]PN
10875	I3-kal-la-ta	Ikala[]PN
10876	I3-kal-la-še3	Ikala[]PN
10877	I3-kal-me	Ikalme[]PN
10878	I3-ku-num2	Ikunum[]PN
10879	I3-ku-num2-ma	Ikunuma[]PN
10880	I3-la-a	Ilaa[]PN
10881	I3-la-ak-nu-id	Ilaknuʾid[]PN
10882	I3-la-ak-zu	Ilakzu[]PN
10883	I3-la-bu-i3-ga-du	Ilabuʾigadu[]PN
10884	I3-la-la	Ilala[]PN
10885	I3-la-lum	Ilalum[]PN
10886	I3-la-lum-ma	Ilaluma[]PN
10887	I3-la-lum-ta	Ilalum[]PN
10888	I3-la-ni-ib	Ilanib[]PN
10889	I3-la-sa6	Ilasag[]PN
10890	I3-la-ti	Ilati[]PN
10891	I3-la-zu	Ilazu[]PN
10892	I3-la2-la2	Ilala[]PN
10893	I3-lal3	Ilal[]PN
10894	I3-lal3-lum	Ilalum[]PN
10895	I3-lal3-lum-ma	Ilaluma[]PN
10896	I3-lal3-lum-me	Ilalume[]PN
10897	I3-lal3-lum-ta	Ilalum[]PN
10898	I3-lal3-lum-še3	Ilalum[]PN
10899	I3-lal3-lum{um}	Ilalum[]PN
10900	I3-lam-lam-ma	Ilamlama[]PN
10901	I3-lam-ma	Ilama[]PN
10902	I3-lam-ma-a	Ilamaa[]PN
10903	I3-lam-ma-še3	Ilama[]PN
10904	I3-lam-ta	Ilam[]PN
10905	I3-li-Da-gan	I₃.li.Da.gan[]PN
10906	I3-li-a	Iliʾa[]PN
10907	I3-li-du-ri	Iliduri[]PN
10908	I3-li2	Ili[]PN
10909	I3-li2-AN-DUL3	I₃.li₂.AN.DUL₃[]PN
10910	I3-li2-AN.DUL3	I₃.li₂.AN.DUL₃[]PN
10911	I3-li2-AN.DUL3-ta	I₃.li₂.AN.DUL₃[]PN
10912	I3-li2-AN.DUL3-še3	I₃.li₂.AN.DUL₃[]PN
10913	I3-li2-AN{num2}-ta	I₃.li₂.AN{num₂}[]PN
10914	I3-li2-BAD3_šeššig-re	I₃.li₂.BAD₃_šeššig.re[]PN
10915	I3-li2-DINGIR	I₃.li₂.DINGIR[]PN
10916	I3-li2-DINGIR{lum}	I₃.li₂.DINGIR{lum}[]PN
10917	I3-li2-DINGIR{lum}-e	I₃.li₂.DINGIR{lum}.e[]PN
10918	I3-li2-DU10	I₃.li₂.DU₁₀[]PN
10919	I3-li2-Eš4-tar2	I₃.li₂.Eš₄.tar₂[]PN
10920	I3-li2-GAL	I₃.li₂.GAL[]PN
10921	I3-li2-KAL	I₃.li₂.KAL[]PN
10922	I3-li2-KAL-ta	I₃.li₂.KAL[]PN
10923	I3-li2-KAL{an}	I₃.li₂.KAL{an}[]PN
10924	I3-li2-LUM	I₃.li₂.LUM[]PN
10925	I3-li2-MI	I₃.li₂.MI[]PN
10926	I3-li2-MU	I₃.li₂.MU[]PN
10927	I3-li2-MU-me	I₃.li₂.MU.me[]PN
10928	I3-li2-MU-ta	I₃.li₂.MU[]PN
10929	I3-li2-NI	I₃.li₂.NI[]PN
10930	I3-li2-SA6	I₃.li₂.SA₆[]PN
10931	I3-li2-SA6-tu	I₃.li₂.SA₆.tu[]PN
10932	I3-li2-SUKKAL	I₃.li₂.SUKKAL[]PN
10933	I3-li2-TAB.BA	I₃.li₂.TAB.BA[]PN
10934	I3-li2-a	Iliʾa[]PN
10935	I3-li2-a-hi	Iliʾahi[]PN
10936	I3-li2-a-hu	Iliʾahu[]PN
10937	I3-li2-a-hum	Iliʾahum[]PN
10938	I3-li2-a-hum-ta	Iliʾahum[]PN
10939	I3-li2-a-mur	Iliʾamur[]PN
10940	I3-li2-a-ni	Iliʾani[]PN
10941	I3-li2-a-nu-um	Iliʾanum[]PN
10942	I3-li2-a-num2	Iliʾanum[]PN
10943	I3-li2-a-num2-ta	Iliʾanum[]PN
10944	I3-li2-a-su	Iliʾasu[]PN
10945	I3-li2-a-ti	Iliʾati[]PN
10946	I3-li2-a-ti-ta	Iliʾati[]PN
10947	I3-li2-a-zu	Iliʾazu[]PN
10948	I3-li2-am-ra-ni	Iliʾamrani[]PN
10949	I3-li2-aš-ra-ni	Iliʾašrani[]PN
10950	I3-li2-aš-ra-ni-ta	Iliʾašrani[]PN
10951	I3-li2-aš2-ra-ni	Iliʾašrani[]PN
10952	I3-li2-ba-aš-ti	Ilibašti[]PN
10953	I3-li2-ba-aš2-ti	Ilibašti[]PN
10954	I3-li2-ba-ni	Ilibani[]PN
10955	I3-li2-be-li2	Ilibeli[]PN
10956	I3-li2-bi-la-ni	Ilibilani[]PN
10957	I3-li2-bi-la-ni-ta	Ilibilani[]PN
10958	I3-li2-bi-šu	Ilibišu[]PN
10959	I3-li2-bi2-la-ni	Ilibilani[]PN
10960	I3-li2-bi2-la-ni-ta	Ilibilani[]PN
10961	I3-li2-dan-ni	Ilidani[]PN
10962	I3-li2-du-ri	Iliduri[]PN
10963	I3-li2-dum-ki	Ilidumki[]PN
10964	I3-li2-dum-qi2	Ilidumqi[]PN
10965	I3-li2-en-nam	Iliʾenam[]PN
10966	I3-li2-en-um	Iliʾenum[]PN
10967	I3-li2-i-din-nam	Ilidinam[]PN
10968	I3-li2-i-ti-na-aš2-šu	Ilitinaššu[]PN
10969	I3-li2-i-šar	Ilišar[]PN
10970	I3-li2-i3-šum	Ilišum[]PN
10971	I3-li2-ia5	Iliʾa[]PN
10972	I3-li2-ib2-na-u2-da	Ilibnaʾuda[]PN
10973	I3-li2-im-ti	Ilimti[]PN
10974	I3-li2-ir-ti	Ilirti[]PN
10975	I3-li2-iš	Iliš[]PN
10976	I3-li2-iš-Da-gan	I₃.li₂.iš.Da.gan[]PN
10977	I3-li2-iš-ba-ba	Ilišbaba[]PN
10978	I3-li2-iš-da-ra	Ilišdara[]PN
10979	I3-li2-iš-ma-ni	Ilišmani[]PN
10980	I3-li2-iš-ra-ni	Ilišrani[]PN
10981	I3-li2-iš-ta-kal2	Ilištakal[]PN
10982	I3-li2-iš-ta2-kal	Ilištakal[]PN
10983	I3-li2-iš-ta2-kal2	Ilištakal[]PN
10984	I3-li2-iš-ti-kal2	Ilištikal[]PN
10985	I3-li2-iš-ti-kal2-ta	Ilištikal[]PN
10986	I3-li2-iš-{d}Da-gan	IlišDagan[]PN
10987	I3-li2-kab-bi	Ilikabi[]PN
10988	I3-li2-ki-a-bi	Ilikiʾabi[]PN
10989	I3-li2-ki-ah	Ilikiʾah[]PN
10990	I3-li2-ki-ib-ra	Ilikibra[]PN
10991	I3-li2-ki-ib-ri	Ilikibri[]PN
10992	I3-li2-ki-ib-ri2	Ilikibri[]PN
10993	I3-li2-ki-ma-ri2	Ilikimari[]PN
10994	I3-li2-ki-nun-na	Ilikinuna[]PN
10995	I3-li2-ki-ti	Ilikiti[]PN
10996	I3-li2-ku-bu-um	Ilikubum[]PN
10997	I3-li2-la	Ilila[]PN
10998	I3-li2-la-ad	Ililad[]PN
10999	I3-li2-lu2-sa6-sa6	Ililusagsag[]PN
11000	I3-li2-ma-al-ki	Ilimalki[]PN
11001	I3-li2-ma-su	Ilimasu[]PN
11002	I3-li2-ma-za-NI	I₃.li₂.ma.za.NI[]PN
11003	I3-li2-ma-zu	Ilimazu[]PN
11004	I3-li2-mah-ri	Ilimahri[]PN
11005	I3-li2-mah-ri2	Ilimahri[]PN
11006	I3-li2-me-ti	Ilimeti[]PN
11007	I3-li2-mi-la-at	Ilimilat[]PN
11008	I3-li2-mi-la-at-ta	Ilimilat[]PN
11009	I3-li2-mi-ti	Ilimiti[]PN
11010	I3-li2-mi-ti-i	Ilimitii[]PN
11011	I3-li2-mi-ti-ta	Ilimiti[]PN
11012	I3-li2-mi-ti-še3	Ilimiti[]PN
11013	I3-li2-mi-ša	Ilimiša[]PN
11014	I3-li2-mi-šar	Ilimišar[]PN
11015	I3-li2-mi-šar-e	Ilimišare[]PN
11016	I3-li2-mi-šu2	Ilimišu[]PN
11017	I3-li2-mu	Iliŋu[]PN
11018	I3-li2-ni-ib	Ilinib[]PN
11019	I3-li2-pu-uz-ri2	Ilipuzri[]PN
11020	I3-li2-qar-di3	Iliqardi[]PN
11021	I3-li2-ra-bi2	Ilirabi[]PN
11022	I3-li2-sa-du8	Ilisadu[]PN
11023	I3-li2-sa-li2-ik	Ilisalik[]PN
11024	I3-li2-sa-tu	Ilisatu[]PN
11025	I3-li2-sa2-liq	Ilisaliq[]PN
11026	I3-li2-sagi	Ilisagi[]PN
11027	I3-li2-si-ga-am	Ilisigam[]PN
11028	I3-li2-si-la-at	Ilisilat[]PN
11029	I3-li2-si-na-ad	Ilisinad[]PN
11030	I3-li2-si2-na-at	Ilisinat[]PN
11031	I3-li2-su	Ilisu[]PN
11032	I3-li2-ta	Ili[]PN
11033	I3-li2-tab-a	Ilitaba[]PN
11034	I3-li2-ti-ba-ti-GAR-ta	I₃.li₂.ti.ba.ti.GAR[]PN
11035	I3-li2-tu-ku-ul-ti	Ilitukulti[]PN
11036	I3-li2-tu-kul2-ti	Ilitukulti[]PN
11037	I3-li2-tu-ra-am	Ilituram[]PN
11038	I3-li2-tu-ri	Ilituri[]PN
11039	I3-li2-uz-ra-ni-ta	Iliʾuzrani[]PN
11040	I3-li2-zi-li2	Ilizili[]PN
11041	I3-li2-zi2-li2	Ilizili[]PN
11042	I3-li2-zu	Ilizu[]PN
11043	I3-li2-{d}Da-gan	IliDagan[]PN
11044	I3-li2-{d}LAMMA	I₃.li₂.{d}LAMMA[]PN
11045	I3-li2-{d}Suen	IliSuʾen[]PN
11046	I3-li2-{d}UTU	I₃.li₂.{d}UTU[]PN
11047	I3-li2-ŠEŠ	I₃.li₂.ŠEŠ[]PN
11048	I3-li2-ša	Iliša[]PN
11049	I3-li2-ša-MA	I₃.li₂.ša.MA[]PN
11050	I3-li2-ša-NI	I₃.li₂.ša.NI[]PN
11051	I3-li2-ša-lik	Ilišalik[]PN
11052	I3-li2-ša-ti	Ilišati[]PN
11053	I3-li2-šar	Ilišar[]PN
11054	I3-li2-še-ni	Ilišeni[]PN
11055	I3-li2-ši-na-at	Ilišinat[]PN
11056	I3-li2-ši2-na-at	Ilišinat[]PN
11057	I3-li2-šip-ti	Ilišipti[]PN
11058	I3-li2-ṣi-li2	Iliṣili[]PN
11059	I3-li2-ṣi-lu-li2	Iliṣiluli[]PN
11060	I3-li2-ṣi2-li2	Iliṣili[]PN
11061	I3-li2-ṣum-mi-id	Iliṣumid[]PN
11062	I3-li3-	Ili[]PN
11063	I3-li3-a-num2	Iliʾanum[]PN
11064	I3-li3-mi-ti	Ilimiti[]PN
11065	I3-lu-ti	Iluti[]PN
11066	I3-lum-DUMU	I₃.lum.DUMU[]PN
11067	I3-lum-a-bu-um	Ilumabum[]PN
11068	I3-lum-da-mi-nu-um	Ilumdaminum[]PN
11069	I3-lum-ma	Iluma[]PN
11070	I3-lum-ma-lik	Ilumalik[]PN
11071	I3-mi-ti	Imiti[]PN
11072	I3-na-a	Inaa[]PN
11073	I3-na-at	Inat[]PN
11074	I3-na-gu-ul	Inagul[]PN
11075	I3-na-na	Inana[]PN
11076	I3-na-na-ta	Inana[]PN
11077	I3-na-na-še3	Inana[]PN
11078	I3-na-sa6	Inasag[]PN
11079	I3-na-ti	Inati[]PN
11080	I3-na-ze2-er	Inazer[]PN
11081	I3-na-ze2-er-e	Inazere[]PN
11082	I3-nu-za-ti	Inuzati[]PN
11083	I3-num2-mi-DU10	I₃.num₂.mi.DU₁₀[]PN
11084	I3-num2-mi-a	Inumiʾa[]PN
11085	I3-pa2-li2	Ipali[]PN
11086	I3-pa2-li2-is	Ipalis[]PN
11087	I3-pa3	Ipa[]PN
11088	I3-pa3-da	Ipada[]PN
11089	I3-pa3-da-mu	Ipadaŋu[]PN
11090	I3-pa3-da-ta	Ipada[]PN
11091	I3-pu3	Ipu[]PN
11092	I3-ra-bad3	Irabad[]PN
11093	I3-ra-na-me	Iraname[]PN
11094	I3-ra2-ra2	Irara[]PN
11095	I3-re-eb	Ireb[]PN
11096	I3-re-še-a	Irešeʾa[]PN
11097	I3-ri-ip	Irip[]PN
11098	I3-sa3-at	Isat[]PN
11099	I3-sa3-tum	Isatum[]PN
11100	I3-sa6	Isag[]PN
11101	I3-sa6-a-ni	Isagani[]PN
11102	I3-sa6-ga	Isaga[]PN
11103	I3-sa6-ga-a	Isagaa[]PN
11104	I3-sa6-ga-kam	Isagakam[]PN
11105	I3-sa6-ga-ta	Isaga[]PN
11106	I3-sa6-ga-še3	Isaga[]PN
11107	I3-sa6-i3-sa6	Isagisag[]PN
11108	I3-sa6-sa6	Isagsag[]PN
11109	I3-sa6-sa6-ga	Isagsaga[]PN
11110	I3-sa6-sa6-ta	Isagsag[]PN
11111	I3-sa6-sa6-tu	Isagsagtu[]PN
11112	I3-sal-la	Isala[]PN
11113	I3-si-ni-tum	Isinitum[]PN
11114	I3-si-{ki}-še3	Isi[]SN
11115	I3-sin2{ki}-ta	Isin[]SN
11116	I3-su	Isu[]PN
11117	I3-sum	Isum[]PN
11118	I3-sum-a	Isuma[]PN
11119	I3-sum-a-bi2	Isumabi[]PN
11120	I3-sum-ka	Isumka[]PN
11121	I3-sum-ma	Isuma[]PN
11122	I3-sum-ma-	Isuma[]PN
11123	I3-sum-ma-da	Isumada[]PN
11124	I3-sum-ma-ka	Isumaka[]PN
11125	I3-sum-ma-kam	Isumakam[]PN
11126	I3-sum-ma-ta	Isuma[]PN
11127	I3-sum-ma-še3	Isuma[]PN
11128	I3-sum-ta	Isum[]PN
11129	I3-sum-še3	Isum[]PN
11130	I3-ta-e3-a	Itaʾeʾa[]PN
11131	I3-te9-pu3-Da-gen7	I₃.te₉.pu₃.Da.gen₇[]PN
11132	I3-ti	Iti[]PN
11133	I3-ti-DINGIR	I₃.ti.DINGIR[]PN
11134	I3-ti-Er3-ra	ItiEra[]PN
11135	I3-ti-a	Itiʾa[]PN
11136	I3-ti-i3-lum	Itilum[]PN
11137	I3-ti-i3-ra	Itira[]PN
11138	I3-ti-iš	Itiš[]PN
11139	I3-ti-lam	Itilam[]PN
11140	I3-ti-na-da-ad	Itinadad[]PN
11141	I3-ti-zu	Itizu[]PN
11142	I3-ti-{d}Er3-ra	ItiEra[]PN
11143	I3-ti-{d}IŠKUR	I₃.ti.{d}IŠKUR[]PN
11144	I3-ti-šu-NI-šu	I₃.ti.šu.NI.šu[]PN
11145	I3-tu-a	Ituʾa[]PN
11146	I3-tur-i3-lum	Iturilum[]PN
11147	I3-tur-ra	Itura[]PN
11148	I3-tur-tur-ra	Iturtura[]PN
11149	I3-tur-tur-ra-še3	Iturtura[]PN
11150	I3-tur-tur-tur	Iturturtur[]PN
11151	I3-tur2-i3-du11	Ituridug[]PN
11152	I3-u3-ša-na-ag2	Iušanaŋ[]PN
11153	I3-za-la2	Izala[]PN
11154	I3-za-num2	Izanum[]PN
11155	I3-za-num2-ta	Izanum[]PN
11156	I3-zi-ga	Iziga[]PN
11157	I3-zi-na	Izina[]PN
11158	I3-zi-nu-ri	Izinuri[]PN
11159	I3-zi-{d}Šul-gi	IziŠulgi[]PN
11160	I3-zu	Izu[]PN
11161	I3-zu-ma	Izuma[]PN
11162	I3-zu-ta	Izu[]PN
11163	I3-zu-zu	Izuzu[]PN
11164	I3-ša-hu-um	Išahum[]PN
11165	I3-ša-nu-um	Išanum[]PN
11166	I3-ša-um	Išaʾum[]PN
11167	I3-šar-be-li2	Išarbeli[]PN
11168	I3-šar-kur-ba-aš	Išarkurbaš[]PN
11169	I3-šar-ru-um	Išarum[]PN
11170	I3-šar-{d}Šul-pa-e3	IšarŠulpaʾe[]PN
11171	I3-še-bu	Išebu[]PN
11172	I3-ši-pi-ir	Išipir[]PN
11173	I3-šim-{d}Šul-gi	IšimŠulgi[]PN
11174	I3-šu-a-lum	Išuʾalum[]PN
11175	I3-šu-dan	Išudan[]PN
11176	I3-šum-ma-la-ak	Išumalak[]PN
11177	I3-ṣur-{d}Suen-ta	IṣurSuʾen[]PN
11178	I3Lu2-kal-la	I₃Lu₂.kal.la[]PN
11179	I7-a-bi-du10	Iabidug[]PN
11180	I7-ba-aš{ki}	Ibaš[]SN
11181	I7-da	Ida[]PN
11182	I7-da-i3-sa6	Idaʾisag[]PN
11183	I7-da-ta	Ida[]PN
11184	I7-dul9-la	Idula[]PN
11185	I7-dul9-la-ka{ki}	Idulaka[]SN
11186	I7-dul9-la-ta	Idula[]PN
11187	I7-dul9-la{ki}	Idula[]SN
11188	I7-dul9-la{ki}-ka	Idulaka[]SN
11189	I7-dul9-la{ki}-ka-ta	Idulaka[]SN
11190	I7-dul9-la{ki}-ta	Idula[]SN
11191	I7-dul9-la{ki}-še3	Idula[]SN
11192	I7-eden-na	Iedena[]PN
11193	I7-gal	Igal[]PN
11194	I7-gal-la	Igala[]PN
11195	I7-gal-la-ka	Igalaka[]PN
11196	I7-gal-la-ta	Igala[]PN
11197	I7-gal-ta	Igal[]PN
11198	I7-lu2-ru-da	Iluruda[]PN
11199	I7-lu2-ru-gu2	Ilurugu[]PN
11200	I7-lu2-ru-gu2-da	Iluruguda[]PN
11201	I7-lu2-ru-gu2-ta	Ilurugu[]PN
11202	I7-lu2-ru-gu2-še3	Ilurugu[]PN
11203	I7-lugal	Ilugal[]PN
11204	I7-lugal-	Ilugal[]PN
11205	I7-lugal-bi-IGI.DU-	I₇.lugal.bi.IGI.DU.[]PN
11206	I7-lugal-ka	Ilugalka[]PN
11207	I7-lugal-ka-ta	Ilugalka[]PN
11208	I7-lugal-ka-še3	Ilugalka[]PN
11209	I7-lugal-me	Ilugalme[]PN
11210	I7-lugal-ta	Ilugal[]PN
11211	I7-lugal-še3	Ilugal[]PN
11212	I7-pa-UD.DU-ta	I₇.pa.UD.DU[]PN
11213	I7-pa-e3	Ipaʾe[]PN
11214	I7-pa-e3-a	Ipaʾeʾa[]PN
11215	I7-pa-e3-ke4	Ipaʾe[]PN
11216	I7-pa-e3-ta	Ipaʾe[]PN
11217	I7-pa-e3-še3	Ipaʾe[]PN
11218	I7-sa-la-ta	Isala[]PN
11219	I7-sal-la	Isala[]PN
11220	I7-sal-la-ka	Isalaka[]PN
11221	I7-sal-la-še3	Isala[]PN
11222	I7-sal4	Isal[]PN
11223	I7-sal4-ka	Isalka[]PN
11224	I7-sal4-la	Isalak[]PN
11225	I7-sal4-la-	Isala[]PN
11226	I7-sal4-la-a	Isalaa[]PN
11227	I7-sal4-la-aš	Isalaš[]PN
11228	I7-sal4-la-ka	Isalaka[]PN
11229	I7-sal4-la-ka-še3	Isalaka[]PN
11230	I7-sal4-la-ke4	Isalak[]PN
11231	I7-sal4-la-la	Isalala[]PN
11232	I7-sal4-la-ta	Isalak[]PN
11233	I7-sal4-la-še3	Isalak[]PN
11234	I7-sal4-la{ki}	Isala[]SN
11235	I7-sal4-la{ki}-aš	Isalaaš[]SN
11236	I7-sal4-la{ki}-ka	Isalaka[]SN
11237	I7-sal4-la{ki}-ke4	Isala[]SN
11238	I7-sal4-la{ki}-ta	Isala[]SN
11239	I7-sal4-la{ki}-še3	Isala[]SN
11240	I7-sal4{ki}	Isal[]SN
11241	I7-sal4{ki}-ka	Isalka[]SN
